city,geo_location,working_age_population,employed_population,unemployed_population,employment_rate,avg_annual_income,median_annual_income
Jeddah,"21.4908911134933, 39.208913617692616",1943,1737,206,89.4,92402.96,63167.83
Jeddah,"21.49003529953964, 39.211509484962384",2972,2150,822,72.4,81386.68,65696.23
Jeddah,"21.491451713979608, 39.2156448724681",3214,2121,1093,66.0,71836.5,56815.16
Jeddah,"21.48988705835831, 39.21953191789747",2360,1922,438,81.5,50111.29,76501.28
Jeddah,"21.488600338672963, 39.22505797364197",3249,2421,828,74.5,47076.09,62093.88
Jeddah,"21.49142994079099, 39.22687812582065",3619,2378,1241,65.7,55399.38,67721.07
Jeddah,"21.491655790678085, 39.230962663312425",1139,1004,135,88.2,74950.93,46148.72
Jeddah,"21.489677477217448, 39.23262054139122",1841,1183,658,64.3,52498.13,81767.1
Jeddah,"21.489665026394004, 39.237547818352375",3682,3179,503,86.3,64272.94,53745.01
Jeddah,"21.489085031832037, 39.23831154827987",2726,2432,294,89.2,104801.23,84535.6
Jeddah,"21.48949123266695, 39.24334149710357",934,613,321,65.6,116761.51,94981.88
Jeddah,"21.49160776403703, 39.24538404406776",1349,1231,118,91.3,36508.57,90262.56
Jeddah,"21.491217352077832, 39.251925655455764",2836,1781,1055,62.8,117718.59,59434.63
Jeddah,"21.495149650963175, 39.14827570575109",3110,2188,922,70.4,108741.49,31241.11
Jeddah,"21.493193710045, 39.15246256081581",3867,2843,1024,73.5,99464.04,50038.44
Jeddah,"21.494712719350378, 39.15597587035357",2662,1805,857,67.8,66004.12,44948.3
Jeddah,"21.49354569891463, 39.158031876694224",1191,1128,63,94.8,106309.86,49731.21
Jeddah,"21.492136017947143, 39.16358856029663",1810,1479,331,81.7,37605.31,45187.36
Jeddah,"21.492548970562403, 39.16715753676223",1776,1523,253,85.8,45514.18,67001.17
Jeddah,"21.493189040095654, 39.17036676373994",3515,3029,486,86.2,117138.23,89972.15
Jeddah,"21.493306776036754, 39.174423786385134",3409,2104,1305,61.7,71086.81,74781.18
Jeddah,"21.492115023028823, 39.178268439855565",3850,2656,1194,69.0,75975.98,74432.48
Jeddah,"21.494375262214618, 39.178980507497506",3876,2395,1481,61.8,113771.0,35563.11
Jeddah,"21.49135884486434, 39.1829734777716",1051,739,312,70.3,81860.86,65650.78
Jeddah,"21.49226532430077, 39.18605236145763",1811,1556,255,86.0,106925.67,42139.19
Jeddah,"21.49469162936092, 39.19150879445701",873,765,108,87.7,89604.93,61287.58
Jeddah,"21.495137294381905, 39.19133918149548",3714,2846,868,76.6,87774.17,54205.47
Jeddah,"21.493962548734036, 39.19806269061778",1708,1137,571,66.6,114321.57,95269.54
Jeddah,"21.494242193489494, 39.198415796077406",1383,894,489,64.7,52998.18,45818.38
Jeddah,"21.49345259128957, 39.202286003711414",3322,2143,1179,64.5,57412.6,55205.84
Jeddah,"21.493301448840732, 39.20490624696927",3930,3035,895,77.2,73336.02,42702.07
Jeddah,"21.495321170413764, 39.2108466098988",2668,1836,832,68.8,72901.61,53735.39
Jeddah,"21.491705439886765, 39.21501843094522",1475,1398,77,94.8,90961.39,66481.6
Jeddah,"21.494922483221057, 39.21674570354064",2210,1470,740,66.5,43483.64,94789.98
Jeddah,"21.494136720972126, 39.219489967896294",2955,2092,863,70.8,119598.87,45909.2
Jeddah,"21.495231552494005, 39.221672943003405",2350,1565,785,66.6,54574.9,87897.32
Jeddah,"21.49171564135468, 39.22520072206767",3714,3223,491,86.8,76580.84,88252.96
Jeddah,"21.49461318490091, 39.228299321937314",2019,1336,683,66.2,101620.52,83068.42
Jeddah,"21.49360461624649, 39.23307326484707",3532,2471,1061,70.0,63154.18,78164.28
Jeddah,"21.495190206432262, 39.235613753605634",3634,3305,329,91.0,100607.94,47260.89
Jeddah,"21.49237729708903, 39.239260035661644",3517,2729,788,77.6,85495.01,61295.18
Jeddah,"21.49453660062133, 39.24413623575862",2744,1700,1044,62.0,67582.09,79109.38
Jeddah,"21.49427474480846, 39.24593889754373",3758,3345,413,89.0,93009.9,42436.08
Jeddah,"21.49242115682066, 39.24829874974321",2194,1501,693,68.4,89843.19,33819.93
Jeddah,"21.495477517171782, 39.151119747929876",2099,1487,612,70.9,41903.17,59378.05
Jeddah,"21.497005498809884, 39.151954975538615",3524,2982,542,84.6,75307.07,96517.86
Jeddah,"21.495324166589466, 39.15653088711641",2485,2139,346,86.1,72833.97,61657.91
Jeddah,"21.496292716874304, 39.16014369819636",3521,3089,432,87.8,79184.49,83320.0
Jeddah,"21.498525205555666, 39.16216387823577",2916,2553,363,87.6,53296.19,58998.55
Jeddah,"21.495899897539516, 39.16572669837432",1121,1015,106,90.6,108926.9,52789.77
Jeddah,"21.495146320892086, 39.168630461508265",3743,2626,1117,70.2,89163.16,98469.94
Jeddah,"21.49741088603847, 39.17463888008509",3199,2070,1129,64.7,117650.71,38033.62
Jeddah,"21.497454178599614, 39.1748279858991",3094,2219,875,71.7,72249.34,46075.95
Jeddah,"21.49801036567062, 39.17931117463554",3390,2428,962,71.6,88580.99,36116.92
Jeddah,"21.49503151828183, 39.182326208491176",1950,1484,466,76.1,77017.99,69966.31
Jeddah,"21.496089637688684, 39.186720505368186",1363,1009,354,74.0,51719.68,94069.04
Jeddah,"21.497375400174622, 39.189040667170886",3189,2336,853,73.3,105603.72,50444.18
Jeddah,"21.498629373148297, 39.19145766170677",3104,2887,217,93.0,109618.0,77527.64
Jeddah,"21.496284235572453, 39.19647547134427",3135,1975,1160,63.0,75688.72,73893.09
Jeddah,"21.4976589804555, 39.19899941051289",1429,1262,167,88.4,102515.31,31422.77
Jeddah,"21.496514839662172, 39.20454892034711",3053,2599,454,85.1,45482.63,85229.6
Jeddah,"21.49522583882376, 39.204714494359344",1199,1030,169,86.0,50121.99,87189.81
Jeddah,"21.497988155994246, 39.211930268949935",3535,2635,900,74.6,39905.24,42754.34
Jeddah,"21.49518952761684, 39.214628026994085",1151,820,331,71.3,62485.86,53813.64
Jeddah,"21.49615562564193, 39.21718785686108",1837,1659,178,90.3,100213.62,83280.73
Jeddah,"21.4972454067295, 39.22032929520566",3114,2630,484,84.5,72850.91,74272.66
Jeddah,"21.495701949276054, 39.224584321699794",3547,3358,189,94.7,36191.72,65787.73
Jeddah,"21.49475386739762, 39.224924554810855",806,684,122,85.0,88648.81,54712.64
Jeddah,"21.4982766509944, 39.22977372529534",3645,2804,841,76.9,50588.38,40963.86
Jeddah,"21.495181832862656, 39.23495364521486",1514,1164,350,76.9,92237.93,74877.73
Jeddah,"21.497984091375535, 39.235992866231676",3751,3159,592,84.2,116481.39,59647.74
Jeddah,"21.494837451943027, 39.23984397968801",3682,3058,624,83.1,87628.32,87127.86
Jeddah,"21.49533862350158, 39.24362887013256",1612,1448,164,89.9,115737.31,54173.18
Jeddah,"21.497953408272796, 39.246246661419555",2670,1718,952,64.4,74503.63,82005.96
Jeddah,"21.494784595838667, 39.25073285166701",1061,703,358,66.3,53457.18,93705.99
Jeddah,"21.498691228847324, 39.14885886442388",1642,1421,221,86.6,54976.32,46240.96
Jeddah,"21.498748604454846, 39.15245275155045",2569,1957,612,76.2,92418.62,77589.19
Jeddah,"21.501533695195576, 39.15480526444159",2838,2144,694,75.5,56308.72,80552.93
Jeddah,"21.500476706195382, 39.15898313911698",1332,980,352,73.6,105803.03,53436.45
Jeddah,"21.499180420652, 39.16298130215852",2774,1977,797,71.3,52579.45,34871.93
Jeddah,"21.500202754660815, 39.1649105829424",2026,1718,308,84.8,85174.56,71948.59
Jeddah,"21.499119103949756, 39.16854894406853",1851,1111,740,60.0,112559.23,35250.86
Jeddah,"21.498797831226668, 39.17487194339823",3608,2957,651,82.0,108733.37,32089.23
Jeddah,"21.50010325623301, 39.177189684221965",2491,1569,922,63.0,91130.77,70349.48
Jeddah,"21.501208672331085, 39.181179384977206",944,725,219,76.8,57457.04,57602.96
Jeddah,"21.501957614463045, 39.18446099640071",3699,3487,212,94.3,86361.06,64827.53
Jeddah,"21.49943644843935, 39.1868447378908",3538,2460,1078,69.6,47882.68,89127.86
Jeddah,"21.499938717941763, 39.19165070806639",3871,2444,1427,63.2,45175.09,95501.29
Jeddah,"21.500009573022176, 39.19288685843161",1987,1726,261,86.9,66301.45,59623.68
Jeddah,"21.49871926349479, 39.195942176935986",3488,3081,407,88.3,101523.92,81474.24
Jeddah,"21.498876080752293, 39.20158305912646",1693,1106,587,65.4,99359.32,57080.02
Jeddah,"21.501114153125314, 39.20156769825444",3146,2296,850,73.0,47274.68,55368.49
Jeddah,"21.501966125293723, 39.206784395834525",2979,2251,728,75.6,97553.79,56583.08
Jeddah,"21.5010673686738, 39.21199842298724",1647,1172,475,71.2,35894.2,97870.97
Jeddah,"21.501895919446934, 39.21173387068255",3909,2473,1436,63.3,39707.91,64945.34
Jeddah,"21.500627457685503, 39.21573277467093",2940,2472,468,84.1,90458.98,50827.44
Jeddah,"21.501265140646435, 39.22166903793028",2689,2405,284,89.4,57782.51,80821.56
Jeddah,"21.49822363462341, 39.22531890152736",3868,3239,629,83.7,114867.29,42838.98
Jeddah,"21.498877646344177, 39.22805268702853",2351,1483,868,63.1,86798.42,74730.77
Jeddah,"21.501189562749516, 39.229419218538254",3288,2208,1080,67.2,69415.12,95242.49
Jeddah,"21.501356889009223, 39.2347142169428",1239,1077,162,87.0,68563.12,90244.33
Jeddah,"21.49870440147032, 39.23703674470339",2607,1868,739,71.7,94333.04,47896.66
Jeddah,"21.501224840901436, 39.2407905062544",3176,2869,307,90.4,38251.24,52285.43
Jeddah,"21.501655920016514, 39.24144615961224",3378,2742,636,81.2,63636.04,92207.18
Jeddah,"21.500802243213407, 39.24845690160695",2442,1651,791,67.6,36403.34,75636.19
Jeddah,"21.500254425947134, 39.25025243556345",1622,1194,428,73.7,95435.55,38268.42
Jeddah,"21.502086267992954, 39.15195202484162",1020,740,280,72.6,41563.74,48128.37
Jeddah,"21.504859838772926, 39.15330224022891",2624,2043,581,77.9,108960.79,97553.8
Jeddah,"21.502569545621938, 39.156628412347175",3717,3331,386,89.6,39715.2,51032.2
Jeddah,"21.501694362840738, 39.15893049343233",2853,1819,1034,63.8,52380.94,75782.51
Jeddah,"21.5022085691001, 39.16343912738993",3934,3549,385,90.2,99067.79,91155.15
Jeddah,"21.50133606731887, 39.16833825141035",3617,3093,524,85.5,98633.1,99552.16
Jeddah,"21.502139190866743, 39.16852195818248",3384,2322,1062,68.6,70327.36,95170.68
Jeddah,"21.504201083864096, 39.17500845648256",2777,2562,215,92.3,110381.27,83579.52
Jeddah,"21.504710469679086, 39.17596102191188",3239,2302,937,71.1,98690.42,57479.69
Jeddah,"21.501420984918308, 39.18034643670036",2687,2053,634,76.4,40201.08,55237.94
Jeddah,"21.505002229923257, 39.18443079932861",2916,2354,562,80.7,95709.32,32585.32
Jeddah,"21.50471925688365, 39.18810934453303",1165,1100,65,94.5,93938.58,94395.35
Jeddah,"21.505175568334437, 39.18949436312033",2373,1929,444,81.3,86112.31,36726.94
Jeddah,"21.505101026187205, 39.19291571558275",1997,1690,307,84.6,50561.86,87546.47
Jeddah,"21.501737462014056, 39.195873727281565",2758,1663,1095,60.3,90832.92,70171.64
Jeddah,"21.501879140008764, 39.19863001554407",1688,1471,217,87.2,105156.87,44850.14
Jeddah,"21.505128107461438, 39.20450070343333",1327,977,350,73.7,83613.92,62967.56
Jeddah,"21.50517598173481, 39.20726338772924",1872,1398,474,74.7,48311.34,47479.96
Jeddah,"21.502030144017155, 39.21187497158533",3904,3087,817,79.1,80538.27,35301.97
Jeddah,"21.504107574926504, 39.21504871416927",2846,2187,659,76.9,93921.03,81929.47
Jeddah,"21.504481300503716, 39.215559615522594",1076,843,233,78.4,49686.44,73778.28
Jeddah,"21.503689133956467, 39.21870140651996",2333,1451,882,62.2,85187.05,85754.79
Jeddah,"21.502560626250524, 39.22408732709173",3883,2445,1438,63.0,72037.33,99138.89
Jeddah,"21.501842726792226, 39.227581990490414",2293,1645,648,71.8,86002.92,40859.7
Jeddah,"21.50512848575022, 39.2317947926394",3637,2651,986,72.9,110047.34,78356.23
Jeddah,"21.502899739042444, 39.23531046585553",2123,1687,436,79.5,91795.38,90873.85
Jeddah,"21.505194069094483, 39.234796197638374",2590,1730,860,66.8,101625.96,40595.3
Jeddah,"21.50374288800314, 39.24168415286567",1405,1111,294,79.1,108930.37,42413.51
Jeddah,"21.505203460075798, 39.24221691433508",1712,1504,208,87.9,65329.23,40060.37
Jeddah,"21.503595534317814, 39.24841341784089",2597,2037,560,78.5,77317.5,56219.5
Jeddah,"21.501895906805927, 39.250981373312406",1594,1152,442,72.3,111963.27,75424.28
Jeddah,"21.505618650367264, 39.15192951861976",2030,1562,468,77.0,48315.14,66837.37
Jeddah,"21.505338216333673, 39.15487461434691",2068,1856,212,89.8,77401.13,58865.21
Jeddah,"21.50502157071695, 39.15750252991925",3568,2590,978,72.6,37875.42,77911.38
Jeddah,"21.50722307741829, 39.16154661406087",2929,2008,921,68.6,99446.25,94631.09
Jeddah,"21.50645318640306, 39.162394183095586",1303,1237,66,95.0,115681.12,80818.21
Jeddah,"21.50566483011921, 39.16493784578692",1001,785,216,78.4,39175.0,67788.93
Jeddah,"21.50569329843284, 39.16843213840486",2094,1551,543,74.1,61392.42,95488.53
Jeddah,"21.504671791296648, 39.17287708172515",2236,1928,308,86.3,98509.79,53689.29
Jeddah,"21.507597004644662, 39.178543073967084",1255,1038,217,82.8,62205.14,30737.62
Jeddah,"21.508204874657018, 39.17997232797389",806,642,164,79.7,89548.75,92275.64
Jeddah,"21.506181516965764, 39.183517429204045",2522,1942,580,77.0,76804.91,97633.95
Jeddah,"21.505072380905215, 39.18658462366825",1838,1424,414,77.5,41747.24,44850.18
Jeddah,"21.508122869548544, 39.19060387825245",2976,2630,346,88.4,97039.21,96834.6
Jeddah,"21.507415308283537, 39.19198395938033",2343,1564,779,66.8,67648.26,74379.99
Jeddah,"21.504961504224912, 39.19804971660276",2391,2072,319,86.7,55590.14,45348.06
Jeddah,"21.50584630111913, 39.19927486763183",2030,1798,232,88.6,72628.29,82062.72
Jeddah,"21.508473315192404, 39.2016301349404",2472,2325,147,94.1,51883.78,63565.82
Jeddah,"21.505347087479272, 39.206168498202985",1405,919,486,65.5,108551.27,78467.62
Jeddah,"21.507594607007753, 39.21018818503445",1497,1161,336,77.6,87371.2,35198.52
Jeddah,"21.50825916335915, 39.211705752074856",802,532,270,66.3,76218.48,44471.52
Jeddah,"21.507042788842877, 39.217121245569786",3416,2645,771,77.5,59505.45,51925.58
Jeddah,"21.506597613812623, 39.21812397281621",2123,1989,134,93.7,44800.83,50285.47
Jeddah,"21.508436435699075, 39.22199332211238",2108,1934,174,91.8,35331.91,63126.67
Jeddah,"21.508225679748286, 39.22529508177599",3878,2892,986,74.6,88066.66,90500.85
Jeddah,"21.505071697910562, 39.228822201906866",3427,2732,695,79.7,48926.87,35322.46
Jeddah,"21.50542660369702, 39.23412212014856",2255,2102,153,93.2,76379.02,46537.0
Jeddah,"21.50755481908497, 39.237586562689344",2478,1814,664,73.2,83631.93,82575.23
Jeddah,"21.505727725744066, 39.23912609229378",2098,1685,413,80.3,86552.35,36519.37
Jeddah,"21.505616859806455, 39.24153187510549",3877,2730,1147,70.4,118043.61,46229.21
Jeddah,"21.506953745898098, 39.24802608468605",2585,1881,704,72.8,87189.8,75188.09
Jeddah,"21.505281026404734, 39.24944331568491",2959,2137,822,72.3,73284.05,50960.72
Jeddah,"21.509710423829784, 39.14917819779586",3861,3121,740,80.8,92797.52,93221.06
Jeddah,"21.51064808090404, 39.15373419544538",2283,1731,552,75.8,55802.92,85985.24
Jeddah,"21.508798699203044, 39.154769609437594",3307,2603,704,78.7,116531.13,48476.22
Jeddah,"21.50868332876677, 39.15916724586418",3760,3046,714,81.0,68175.76,94317.33
Jeddah,"21.508327744378853, 39.16470840963072",1795,1607,188,89.5,62211.29,53726.32
Jeddah,"21.509233413600473, 39.16625653606069",1827,1401,426,76.7,76086.67,46590.22
Jeddah,"21.509956387248483, 39.170644160218984",3422,2242,1180,65.5,47036.27,65531.24
Jeddah,"21.508364547510205, 39.17350983745021",2910,2209,701,75.9,66381.2,93172.53
Jeddah,"21.50873952488217, 39.17820863743766",1097,959,138,87.5,112983.65,35696.84
Jeddah,"21.50947760665973, 39.179783101083174",3045,2632,413,86.5,105771.54,62835.25
Jeddah,"21.509053183866733, 39.18319356515795",2329,1799,530,77.2,108990.21,67650.66
Jeddah,"21.508904969121133, 39.18574091463976",1704,1098,606,64.4,50928.92,71625.42
Jeddah,"21.508246557478643, 39.19100894056846",3418,2982,436,87.3,113042.3,52658.11
Jeddah,"21.51066987383654, 39.19167616258069",850,605,245,71.2,64807.8,37931.7
Jeddah,"21.509375165546185, 39.196832462690686",1742,1276,466,73.3,81794.98,49906.77
Jeddah,"21.511882822148696, 39.200358905769214",2121,1814,307,85.5,40708.36,45688.2
Jeddah,"21.510214407624634, 39.204696521999054",2040,1884,156,92.4,59688.24,38797.95
Jeddah,"21.511273620859463, 39.2063411949664",3493,2999,494,85.9,74894.6,98647.29
Jeddah,"21.51014205764792, 39.21146757605482",1571,1278,293,81.4,55991.84,91834.21
Jeddah,"21.50989929755249, 39.214859948811004",1026,893,133,87.1,99855.22,53536.43
Jeddah,"21.509905049124328, 39.214982486865765",1628,1188,440,73.0,102271.9,91374.77
Jeddah,"21.511611108805358, 39.22085722279652",2309,1880,429,81.4,75145.9,95289.17
Jeddah,"21.510008405881266, 39.224935153579224",3197,2668,529,83.5,36711.6,57716.6
Jeddah,"21.511201801346886, 39.22737680620897",1440,1117,323,77.6,97070.07,38402.68
Jeddah,"21.5104810924574, 39.228481127499016",2452,2257,195,92.1,79654.52,69209.82
Jeddah,"21.511028755022558, 39.23202484922456",3928,3221,707,82.0,88795.98,65297.31
Jeddah,"21.511937471960998, 39.23855532618001",3061,1993,1068,65.1,94632.59,63326.49
Jeddah,"21.51123384288528, 39.238504743994554",1579,1204,375,76.3,114853.18,47328.57
Jeddah,"21.509693499597265, 39.24528645307868",3208,2971,237,92.6,73730.8,70673.1
Jeddah,"21.509741572982133, 39.248655743573785",2911,2484,427,85.4,108749.35,89188.06
Jeddah,"21.51050890484893, 39.2513364324747",2487,1515,972,61.0,77459.06,69856.79
Jeddah,"21.512364878773283, 39.151643217942926",2842,2205,637,77.6,62701.77,53448.37
Jeddah,"21.514990029080927, 39.151601381145525",845,740,105,87.7,99096.83,78028.26
Jeddah,"21.512885729945392, 39.15625608664409",1997,1392,605,69.7,65922.99,33245.85
Jeddah,"21.51263784055481, 39.159104803279625",3684,2391,1293,64.9,68977.04,96160.82
Jeddah,"21.513165962057823, 39.16482719834683",3787,3583,204,94.6,100738.29,31904.17
Jeddah,"21.514479535888643, 39.16715889838102",1134,687,447,60.6,72522.67,46192.6
Jeddah,"21.513423581375132, 39.1696783753369",1545,1299,246,84.1,47543.04,54898.47
Jeddah,"21.512991102928407, 39.17192613229851",2637,2059,578,78.1,64378.7,57006.78
Jeddah,"21.513685069866458, 39.177700176218096",864,618,246,71.6,60864.6,35488.66
Jeddah,"21.51509193327328, 39.18169971266704",2238,1675,563,74.9,45290.69,62116.9
Jeddah,"21.51358406837124, 39.18173729510463",2108,1414,694,67.1,81847.38,83945.26
Jeddah,"21.51247770474953, 39.18680920059125",3769,3508,261,93.1,72595.6,49457.25
Jeddah,"21.51270881004764, 39.18964356014919",3411,2423,988,71.1,42697.66,91548.94
Jeddah,"21.51286550722484, 39.19327567250248",3065,2332,733,76.1,37915.41,65421.45
Jeddah,"21.513769181941143, 39.19481652934866",2851,2014,837,70.6,77061.75,79828.8
Jeddah,"21.51243498990147, 39.19857541068251",3932,2635,1297,67.0,81802.73,30155.39
Jeddah,"21.513767954389674, 39.204107978346",1601,1376,225,86.0,63792.19,73865.91
Jeddah,"21.51148846346326, 39.20822496352232",1381,1040,341,75.3,53438.64,73344.96
Jeddah,"21.51265930963627, 39.20895031717566",2319,1418,901,61.2,73542.29,78875.02
Jeddah,"21.514316332612687, 39.215016673264955",898,648,250,72.2,102787.86,89643.88
Jeddah,"21.51492145878193, 39.214747598221045",2474,2009,465,81.2,73116.92,34537.81
Jeddah,"21.51460287703455, 39.21921221981379",1326,1043,283,78.7,61993.63,68325.66
Jeddah,"21.51245471994607, 39.223299810186774",3064,2320,744,75.7,37387.96,95186.39
Jeddah,"21.514118064712033, 39.22505953622776",2780,2509,271,90.3,79258.94,53351.94
Jeddah,"21.514808933433727, 39.22853754208387",2642,2111,531,79.9,104208.87,83963.5
Jeddah,"21.515230211031746, 39.23310577578666",1257,881,376,70.1,116633.9,70145.32
Jeddah,"21.51463662666045, 39.2357443465907",2070,1303,767,63.0,75216.38,63561.01
Jeddah,"21.513000424244154, 39.24058221924571",810,732,78,90.5,71218.82,43455.13
Jeddah,"21.512085076096902, 39.24217889534176",944,840,104,89.0,79980.48,67148.64
Jeddah,"21.514629211070353, 39.24763044586235",936,695,241,74.3,57168.36,94492.98
Jeddah,"21.51437130651424, 39.2514687558822",1636,1541,95,94.2,71129.4,95338.6
Jeddah,"21.51795073623626, 39.15006107881044",2913,2694,219,92.5,70987.71,41331.82
Jeddah,"21.51530255643722, 39.15257782570649",2994,2209,785,73.8,63557.63,58963.44
Jeddah,"21.516693847767613, 39.15520926595074",2434,1864,570,76.6,66568.44,95382.39
Jeddah,"21.518071848030615, 39.161517330365434",3110,2253,857,72.5,101696.27,81450.92
Jeddah,"21.514782459303948, 39.162104387120664",3885,3406,479,87.7,59701.91,86761.87
