city,geo_location,total_housing_units,avg_rooms,avg_bathrooms,avg_square_footage,avg_year_built,ownership_rate,occupancy_rate
Jeddah,"21.485479456642498, 39.234565573657214",1103,5.4,1.5,2130,1971,67.0,85.2
Jeddah,"21.486812227358225, 39.23622959267854",531,5.0,2.6,1855,2007,70.2,90.5
Jeddah,"21.487203843656083, 39.24133810587674",1211,3.0,2.0,1747,1997,43.3,89.4
Jeddah,"21.487390889405503, 39.241597793667815",442,3.4,2.2,1029,1986,63.3,85.8
Jeddah,"21.48746137019309, 39.247586500176396",1061,3.2,2.7,2270,1990,65.2,87.3
Jeddah,"21.48805253912723, 39.24823162377609",523,5.4,2.7,1267,2007,72.5,97.0
Jeddah,"21.488344851193563, 39.14973793435442",898,4.5,2.1,1627,1984,44.9,90.5
Jeddah,"21.489813487369187, 39.15376866295104",1380,3.2,1.9,2118,1971,51.0,94.5
Jeddah,"21.48923716025549, 39.157633440702895",775,5.7,2.5,2434,2003,69.8,93.4
Jeddah,"21.490962632720937, 39.15847777202763",1221,5.9,1.7,959,1974,45.0,86.7
Jeddah,"21.49083160242847, 39.16413933177823",669,4.8,3.0,1389,1990,69.2,88.8
Jeddah,"21.48865533052374, 39.168478731473684",1494,6.0,2.9,1876,1999,46.7,93.2
Jeddah,"21.490092021450913, 39.17113194840618",730,3.3,1.8,1969,1993,57.0,91.1
Jeddah,"21.49088306207237, 39.1720011851501",441,5.2,1.7,1374,2006,45.1,97.4
Jeddah,"21.488507722429922, 39.17779116258641",783,4.6,2.0,1028,2007,48.7,97.4
Jeddah,"21.489075057945634, 39.18154565903896",937,5.8,2.8,935,1984,79.3,91.3
Jeddah,"21.49108572116196, 39.18145075833802",1491,5.1,2.4,2281,1970,74.9,94.5
Jeddah,"21.491228431386627, 39.18575458904675",1470,5.3,2.5,2400,2010,43.1,96.2
Jeddah,"21.48825548795649, 39.1908492929928",656,3.1,2.5,1334,1979,53.7,95.3
Jeddah,"21.490306606698855, 39.19164161345848",800,5.3,1.8,1674,1984,65.8,97.1
Jeddah,"21.489820791110716, 39.19610716224875",1454,3.6,2.2,1687,1990,48.1,85.0
Jeddah,"21.489998440023044, 39.200267544512954",899,4.7,1.6,2437,1991,56.6,88.7
Jeddah,"21.489470751111426, 39.20235379765749",1204,3.7,2.8,1794,1972,70.1,91.9
Jeddah,"21.488411619660084, 39.20696231588743",1295,3.2,2.7,1883,1994,65.1,87.6
Jeddah,"21.4908911134933, 39.208913617692616",1468,3.4,1.9,935,1985,73.7,97.1
Jeddah,"21.49003529953964, 39.211509484962384",479,5.3,2.3,859,2005,49.7,87.2
Jeddah,"21.491451713979608, 39.2156448724681",1362,3.3,2.4,2301,1995,65.6,85.4
Jeddah,"21.48988705835831, 39.21953191789747",1305,3.5,2.3,2212,1995,40.7,90.4
Jeddah,"21.488600338672963, 39.22505797364197",1017,4.9,2.5,1524,2005,49.3,97.7
Jeddah,"21.49142994079099, 39.22687812582065",347,3.2,1.7,1961,1990,56.5,90.9
Jeddah,"21.491655790678085, 39.230962663312425",1236,4.3,1.9,1838,1993,53.2,96.4
Jeddah,"21.489677477217448, 39.23262054139122",491,5.1,2.4,1527,2003,61.6,92.7
Jeddah,"21.489665026394004, 39.237547818352375",527,5.7,2.7,2331,1996,44.6,89.8
Jeddah,"21.489085031832037, 39.23831154827987",669,4.7,1.9,2389,2005,67.0,88.6
Jeddah,"21.48949123266695, 39.24334149710357",596,3.5,2.4,1502,2005,65.0,90.2
Jeddah,"21.49160776403703, 39.24538404406776",508,4.2,2.1,1012,1991,58.5,94.7
Jeddah,"21.491217352077832, 39.251925655455764",491,5.5,2.8,1067,2007,71.9,88.0
Jeddah,"21.495149650963175, 39.14827570575109",1429,5.7,2.2,1347,1997,72.1,96.6
Jeddah,"21.493193710045, 39.15246256081581",988,6.0,2.0,1081,1972,50.6,93.5
Jeddah,"21.494712719350378, 39.15597587035357",1419,4.3,2.0,1589,2009,79.1,96.8
Jeddah,"21.49354569891463, 39.158031876694224",771,4.9,1.7,1625,1984,63.6,94.3
Jeddah,"21.492136017947143, 39.16358856029663",1115,5.8,2.0,1980,1975,70.9,94.1
Jeddah,"21.492548970562403, 39.16715753676223",452,5.0,1.6,1830,2009,44.3,93.1
Jeddah,"21.493189040095654, 39.17036676373994",1379,3.5,2.6,1265,2007,57.3,87.8
Jeddah,"21.493306776036754, 39.174423786385134",470,3.3,1.8,1355,1991,58.2,96.3
Jeddah,"21.492115023028823, 39.178268439855565",475,3.2,2.4,1082,2007,50.2,89.4
Jeddah,"21.494375262214618, 39.178980507497506",1488,3.7,2.2,1412,2006,55.1,91.8
Jeddah,"21.49135884486434, 39.1829734777716",919,4.0,2.0,1269,1986,77.1,93.1
Jeddah,"21.49226532430077, 39.18605236145763",1086,3.5,1.8,2187,1997,40.4,96.3
Jeddah,"21.49469162936092, 39.19150879445701",777,4.2,2.2,2279,2009,53.8,97.1
Jeddah,"21.495137294381905, 39.19133918149548",373,4.6,2.0,1981,2003,68.4,97.2
Jeddah,"21.493962548734036, 39.19806269061778",1232,4.5,2.8,1185,2001,61.1,90.3
Jeddah,"21.494242193489494, 39.198415796077406",895,5.1,2.6,1474,2006,73.4,97.5
Jeddah,"21.49345259128957, 39.202286003711414",1217,4.1,1.8,905,1972,45.4,90.3
Jeddah,"21.493301448840732, 39.20490624696927",1176,5.9,2.4,1554,2004,47.3,89.1
Jeddah,"21.495321170413764, 39.2108466098988",445,3.8,2.4,907,2010,54.0,93.1
Jeddah,"21.491705439886765, 39.21501843094522",1130,4.0,2.7,2193,1993,51.0,88.3
Jeddah,"21.494922483221057, 39.21674570354064",434,5.0,2.6,1367,1996,72.8,90.4
Jeddah,"21.494136720972126, 39.219489967896294",878,5.8,2.7,1556,1976,50.2,96.0
Jeddah,"21.495231552494005, 39.221672943003405",646,5.6,1.8,2181,2005,46.0,85.4
Jeddah,"21.49171564135468, 39.22520072206767",583,3.6,3.0,2049,2006,68.8,86.8
Jeddah,"21.49461318490091, 39.228299321937314",1488,3.8,2.4,979,2000,52.5,85.5
Jeddah,"21.49360461624649, 39.23307326484707",397,3.4,2.8,1220,1982,52.3,86.7
Jeddah,"21.495190206432262, 39.235613753605634",414,3.2,2.4,869,1988,59.3,94.5
Jeddah,"21.49237729708903, 39.239260035661644",499,4.7,2.9,1144,1982,54.8,86.3
Jeddah,"21.49453660062133, 39.24413623575862",312,4.8,2.1,1990,1998,41.2,95.4
Jeddah,"21.49427474480846, 39.24593889754373",906,4.9,1.6,1504,2005,48.9,88.9
Jeddah,"21.49242115682066, 39.24829874974321",1236,4.9,2.7,1588,1976,78.2,88.5
Jeddah,"21.495477517171782, 39.151119747929876",1097,4.3,1.8,803,2006,45.9,97.2
Jeddah,"21.497005498809884, 39.151954975538615",1294,5.5,1.8,1901,1998,77.7,91.3
Jeddah,"21.495324166589466, 39.15653088711641",357,5.1,1.6,2059,1996,78.0,90.1
Jeddah,"21.496292716874304, 39.16014369819636",663,4.6,2.9,1312,1996,77.3,87.5
Jeddah,"21.498525205555666, 39.16216387823577",1048,4.5,2.6,1128,1973,74.8,89.8
Jeddah,"21.495899897539516, 39.16572669837432",669,3.9,2.1,1266,1986,78.1,88.8
Jeddah,"21.495146320892086, 39.168630461508265",759,3.4,1.7,1712,2005,54.9,90.0
Jeddah,"21.49741088603847, 39.17463888008509",715,4.3,1.8,2293,2009,69.0,93.1
Jeddah,"21.497454178599614, 39.1748279858991",370,5.1,3.0,807,1991,51.7,93.9
Jeddah,"21.49801036567062, 39.17931117463554",1205,5.9,1.6,1027,2003,61.1,96.3
Jeddah,"21.49503151828183, 39.182326208491176",393,5.3,1.7,1612,1995,59.3,95.2
Jeddah,"21.496089637688684, 39.186720505368186",1299,5.8,2.9,1719,1980,43.3,97.1
Jeddah,"21.497375400174622, 39.189040667170886",627,4.5,2.5,923,1999,46.5,89.2
Jeddah,"21.498629373148297, 39.19145766170677",328,4.4,2.6,1148,2000,43.3,98.0
Jeddah,"21.496284235572453, 39.19647547134427",789,3.6,2.0,2161,2004,73.6,95.1
Jeddah,"21.4976589804555, 39.19899941051289",649,3.6,1.8,1661,1974,73.7,94.6
Jeddah,"21.496514839662172, 39.20454892034711",1490,5.4,2.2,1859,2005,72.0,95.3
Jeddah,"21.49522583882376, 39.204714494359344",734,3.1,1.8,1515,1974,70.1,92.8
Jeddah,"21.497988155994246, 39.211930268949935",1129,4.4,1.7,1547,2008,57.3,97.6
Jeddah,"21.49518952761684, 39.214628026994085",1197,4.6,2.1,1482,1990,70.3,85.8
Jeddah,"21.49615562564193, 39.21718785686108",1417,3.5,2.5,1418,1990,42.2,87.8
Jeddah,"21.4972454067295, 39.22032929520566",630,6.0,2.9,2498,1976,42.9,94.4
Jeddah,"21.495701949276054, 39.224584321699794",587,3.3,2.0,2114,2002,75.6,97.5
Jeddah,"21.49475386739762, 39.224924554810855",1125,5.3,2.2,986,1987,48.1,88.3
Jeddah,"21.4982766509944, 39.22977372529534",1462,4.9,2.3,1240,1987,60.8,94.6
Jeddah,"21.495181832862656, 39.23495364521486",1216,4.5,1.9,1351,1992,77.0,93.5
Jeddah,"21.497984091375535, 39.235992866231676",562,3.1,1.7,2052,1990,59.0,88.2
Jeddah,"21.494837451943027, 39.23984397968801",325,3.3,1.9,1951,2009,60.1,91.3
Jeddah,"21.49533862350158, 39.24362887013256",1051,4.6,2.8,1833,2004,70.4,96.8
Jeddah,"21.497953408272796, 39.246246661419555",1308,4.7,1.6,2040,1997,63.8,88.0
Jeddah,"21.494784595838667, 39.25073285166701",1453,5.1,1.6,1636,1999,63.1,90.5
Jeddah,"21.498691228847324, 39.14885886442388",1161,5.7,1.9,1000,1973,76.4,86.7
Jeddah,"21.498748604454846, 39.15245275155045",1100,3.2,1.5,2045,1999,61.1,87.0
Jeddah,"21.501533695195576, 39.15480526444159",1297,3.9,2.5,1397,1994,71.9,94.1
Jeddah,"21.500476706195382, 39.15898313911698",1305,4.3,2.4,1594,2008,46.3,94.8
Jeddah,"21.499180420652, 39.16298130215852",928,6.0,1.7,1923,2001,57.7,85.4
Jeddah,"21.500202754660815, 39.1649105829424",836,5.8,2.7,1379,1975,67.0,93.8
Jeddah,"21.499119103949756, 39.16854894406853",790,3.8,3.0,1578,1998,76.0,90.3
Jeddah,"21.498797831226668, 39.17487194339823",1293,4.2,1.9,1698,2004,52.3,90.6
Jeddah,"21.50010325623301, 39.177189684221965",945,4.2,3.0,1000,1973,40.9,90.2
Jeddah,"21.501208672331085, 39.181179384977206",390,5.2,2.4,2263,1976,52.1,86.5
Jeddah,"21.501957614463045, 39.18446099640071",1026,5.6,1.5,1806,1973,50.4,91.8
Jeddah,"21.49943644843935, 39.1868447378908",1123,4.7,1.6,1529,1984,63.7,94.7
Jeddah,"21.499938717941763, 39.19165070806639",302,5.9,2.5,2224,1997,45.9,87.2
Jeddah,"21.500009573022176, 39.19288685843161",764,4.4,1.5,2495,2004,51.8,87.0
Jeddah,"21.49871926349479, 39.195942176935986",678,5.2,1.5,1069,1992,75.9,97.3
Jeddah,"21.498876080752293, 39.20158305912646",673,3.8,1.6,2332,1991,78.1,95.6
Jeddah,"21.501114153125314, 39.20156769825444",830,5.2,2.3,2241,1972,45.8,94.8
Jeddah,"21.501966125293723, 39.206784395834525",1264,4.9,1.6,2074,1985,41.7,85.3
Jeddah,"21.5010673686738, 39.21199842298724",1221,5.8,1.7,1692,1990,52.7,86.7
Jeddah,"21.501895919446934, 39.21173387068255",346,4.9,2.2,1264,1974,70.2,93.5
Jeddah,"21.500627457685503, 39.21573277467093",1057,6.0,1.5,1364,2009,50.3,92.5
Jeddah,"21.501265140646435, 39.22166903793028",807,5.6,2.4,963,1992,44.8,90.1
Jeddah,"21.49822363462341, 39.22531890152736",640,5.5,2.6,905,1981,47.8,89.8
Jeddah,"21.498877646344177, 39.22805268702853",962,3.2,3.0,2011,2004,42.0,93.3
Jeddah,"21.501189562749516, 39.229419218538254",582,3.5,2.5,2454,2006,56.9,96.4
Jeddah,"21.501356889009223, 39.2347142169428",621,4.3,1.7,1190,1981,68.7,94.7
Jeddah,"21.49870440147032, 39.23703674470339",1249,5.4,3.0,911,1982,67.1,85.6
Jeddah,"21.501224840901436, 39.2407905062544",1097,4.1,2.6,2376,1985,52.0,93.0
Jeddah,"21.501655920016514, 39.24144615961224",538,5.1,2.8,1178,1997,61.5,94.8
Jeddah,"21.500802243213407, 39.24845690160695",1280,3.8,1.6,2342,1999,58.9,91.3
Jeddah,"21.500254425947134, 39.25025243556345",813,3.8,2.9,2165,1992,62.6,93.6
Jeddah,"21.502086267992954, 39.15195202484162",765,5.7,1.6,862,1972,76.6,86.8
Jeddah,"21.504859838772926, 39.15330224022891",1366,5.3,2.6,1340,1998,65.4,86.3
Jeddah,"21.502569545621938, 39.156628412347175",676,4.4,2.4,2371,1994,69.1,97.1
Jeddah,"21.501694362840738, 39.15893049343233",430,3.5,2.7,1791,1983,78.0,87.8
Jeddah,"21.5022085691001, 39.16343912738993",575,5.2,1.9,1080,1987,56.1,87.3
Jeddah,"21.50133606731887, 39.16833825141035",392,4.3,2.8,1466,2001,76.7,85.6
Jeddah,"21.502139190866743, 39.16852195818248",307,5.1,2.3,1363,1982,42.8,86.0
Jeddah,"21.504201083864096, 39.17500845648256",543,4.9,1.5,1410,1976,55.0,86.2
Jeddah,"21.504710469679086, 39.17596102191188",986,4.1,2.7,2025,1989,77.1,90.8
Jeddah,"21.501420984918308, 39.18034643670036",486,4.9,1.6,888,2007,45.5,91.8
Jeddah,"21.505002229923257, 39.18443079932861",1266,4.2,2.6,1662,1990,72.2,96.2
Jeddah,"21.50471925688365, 39.18810934453303",351,5.1,1.9,1861,1983,55.2,89.4
Jeddah,"21.505175568334437, 39.18949436312033",523,5.9,2.6,2430,2003,69.3,90.0
Jeddah,"21.505101026187205, 39.19291571558275",492,5.6,2.2,2186,1992,44.2,87.2
Jeddah,"21.501737462014056, 39.195873727281565",459,3.9,2.3,1490,1979,56.9,85.4
Jeddah,"21.501879140008764, 39.19863001554407",950,4.1,2.9,1384,2010,62.5,96.5
Jeddah,"21.505128107461438, 39.20450070343333",1215,4.0,2.7,1113,1986,75.0,94.9
Jeddah,"21.50517598173481, 39.20726338772924",377,5.5,2.0,1037,1998,51.4,97.5
Jeddah,"21.502030144017155, 39.21187497158533",599,4.9,1.5,2384,1992,68.2,90.5
Jeddah,"21.504107574926504, 39.21504871416927",1141,3.5,2.5,1761,1983,71.3,94.7
Jeddah,"21.504481300503716, 39.215559615522594",1188,3.3,2.1,1351,1974,76.1,85.1
Jeddah,"21.503689133956467, 39.21870140651996",1315,3.8,2.5,1772,1976,71.9,97.9
Jeddah,"21.502560626250524, 39.22408732709173",1158,5.8,2.9,2124,1971,67.7,91.4
Jeddah,"21.501842726792226, 39.227581990490414",971,4.3,1.6,1416,2006,55.4,97.9
Jeddah,"21.50512848575022, 39.2317947926394",685,4.7,1.9,1507,2006,73.9,94.2
Jeddah,"21.502899739042444, 39.23531046585553",428,5.2,2.8,1576,2002,64.8,94.1
Jeddah,"21.505194069094483, 39.234796197638374",314,4.7,1.7,2035,2007,41.2,89.1
Jeddah,"21.50374288800314, 39.24168415286567",425,4.1,1.5,1166,1975,73.6,95.9
Jeddah,"21.505203460075798, 39.24221691433508",574,5.2,2.0,965,1979,54.6,88.2
Jeddah,"21.503595534317814, 39.24841341784089",1342,4.4,1.6,1186,2004,46.5,90.3
Jeddah,"21.501895906805927, 39.250981373312406",1283,4.3,2.4,1514,1996,76.8,90.8
Jeddah,"21.505618650367264, 39.15192951861976",310,4.3,1.9,896,1972,79.5,93.6
Jeddah,"21.505338216333673, 39.15487461434691",435,3.0,2.5,2325,1995,57.4,87.2
Jeddah,"21.50502157071695, 39.15750252991925",881,5.3,2.3,1397,1984,65.3,85.5
Jeddah,"21.50722307741829, 39.16154661406087",715,3.8,3.0,2148,1974,72.3,86.0
Jeddah,"21.50645318640306, 39.162394183095586",402,3.2,2.5,2416,2003,78.6,85.5
Jeddah,"21.50566483011921, 39.16493784578692",1393,3.7,1.8,2386,2002,73.5,97.7
Jeddah,"21.50569329843284, 39.16843213840486",800,4.9,1.9,1437,1987,56.1,92.3
Jeddah,"21.504671791296648, 39.17287708172515",990,3.6,2.4,2334,2008,60.3,94.4
Jeddah,"21.507597004644662, 39.178543073967084",1069,5.8,2.5,2357,1979,79.3,86.0
Jeddah,"21.508204874657018, 39.17997232797389",430,5.4,1.7,1512,2002,66.0,89.6
Jeddah,"21.506181516965764, 39.183517429204045",400,4.3,2.8,1160,1979,78.4,89.5
Jeddah,"21.505072380905215, 39.18658462366825",424,5.3,2.1,1524,1974,60.5,90.0
Jeddah,"21.508122869548544, 39.19060387825245",1442,3.5,1.7,1491,2009,73.7,96.9
Jeddah,"21.507415308283537, 39.19198395938033",807,3.1,2.4,1878,2006,46.2,96.2
Jeddah,"21.504961504224912, 39.19804971660276",448,3.3,2.2,1425,1998,57.2,91.4
Jeddah,"21.50584630111913, 39.19927486763183",530,5.1,2.7,2408,2001,44.2,86.7
Jeddah,"21.508473315192404, 39.2016301349404",1488,5.8,1.7,1537,1994,49.5,85.1
Jeddah,"21.505347087479272, 39.206168498202985",1314,3.1,1.8,1849,1985,44.0,86.2
Jeddah,"21.507594607007753, 39.21018818503445",792,4.9,2.4,1528,1992,77.5,90.6
Jeddah,"21.50825916335915, 39.211705752074856",981,4.8,1.7,1183,1997,58.9,89.6
Jeddah,"21.507042788842877, 39.217121245569786",1220,3.9,1.9,2412,1990,64.3,88.3
Jeddah,"21.506597613812623, 39.21812397281621",618,3.4,2.1,1664,1985,57.4,97.4
Jeddah,"21.508436435699075, 39.22199332211238",524,3.5,2.7,2498,1982,45.3,87.5
Jeddah,"21.508225679748286, 39.22529508177599",461,3.9,2.8,896,1976,68.6,86.3
Jeddah,"21.505071697910562, 39.228822201906866",821,4.3,1.8,1419,1993,74.9,91.5
Jeddah,"21.50542660369702, 39.23412212014856",675,5.9,1.5,1314,1973,44.2,93.8
Jeddah,"21.50755481908497, 39.237586562689344",1088,3.5,2.7,2017,1990,47.6,86.7
Jeddah,"21.505727725744066, 39.23912609229378",1332,5.7,2.0,1685,2000,70.6,94.6
Jeddah,"21.505616859806455, 39.24153187510549",1188,4.3,1.6,1258,1970,67.5,95.0
Jeddah,"21.506953745898098, 39.24802608468605",356,5.2,2.3,2344,1999,61.7,90.8
Jeddah,"21.505281026404734, 39.24944331568491",435,4.4,1.6,1425,1973,74.5,93.4
Jeddah,"21.509710423829784, 39.14917819779586",1254,5.9,1.9,2152,1972,52.7,93.9
Jeddah,"21.51064808090404, 39.15373419544538",811,4.9,3.0,1940,1975,68.5,90.4
Jeddah,"21.508798699203044, 39.154769609437594",1494,5.9,1.8,1552,1982,52.3,93.9
Jeddah,"21.50868332876677, 39.15916724586418",1035,5.6,2.8,1177,1993,48.4,91.3
Jeddah,"21.508327744378853, 39.16470840963072",873,5.9,2.4,1112,2006,46.1,89.1
Jeddah,"21.509233413600473, 39.16625653606069",1268,4.4,1.9,1107,1996,70.4,85.8
Jeddah,"21.509956387248483, 39.170644160218984",889,4.6,1.9,1385,1981,76.4,94.4
Jeddah,"21.508364547510205, 39.17350983745021",1128,3.4,1.6,1383,1990,54.5,89.6
Jeddah,"21.50873952488217, 39.17820863743766",1408,4.5,3.0,1802,1999,73.8,91.9
Jeddah,"21.50947760665973, 39.179783101083174",427,3.7,1.9,1581,2007,50.9,93.0
Jeddah,"21.509053183866733, 39.18319356515795",1015,5.4,3.0,1368,1998,70.4,95.6
Jeddah,"21.508904969121133, 39.18574091463976",553,5.3,2.7,919,2005,72.2,95.7
Jeddah,"21.508246557478643, 39.19100894056846",596,5.2,2.9,2329,1974,73.4,90.5
Jeddah,"21.51066987383654, 39.19167616258069",1226,4.3,2.0,956,2002,58.2,95.9
Jeddah,"21.509375165546185, 39.196832462690686",504,4.9,1.7,1884,1994,65.4,88.2
Jeddah,"21.511882822148696, 39.200358905769214",492,3.4,2.0,2172,1996,43.8,97.9
Jeddah,"21.510214407624634, 39.204696521999054",1210,3.9,2.8,2287,1992,66.4,92.0
Jeddah,"21.511273620859463, 39.2063411949664",454,5.7,2.0,1689,1971,71.3,96.3
Jeddah,"21.51014205764792, 39.21146757605482",1438,5.6,1.6,2385,1986,53.2,97.4
Jeddah,"21.50989929755249, 39.214859948811004",458,3.9,1.8,1222,2009,46.2,96.4
Jeddah,"21.509905049124328, 39.214982486865765",794,5.3,2.9,2459,1985,70.9,92.4
Jeddah,"21.511611108805358, 39.22085722279652",847,4.7,2.0,2375,1998,76.1,96.8
Jeddah,"21.510008405881266, 39.224935153579224",593,3.0,2.0,1748,1984,58.7,87.8
Jeddah,"21.511201801346886, 39.22737680620897",1054,4.4,1.6,1114,1996,67.3,96.3
Jeddah,"21.5104810924574, 39.228481127499016",1276,3.5,2.4,1420,1978,45.2,92.8
Jeddah,"21.511028755022558, 39.23202484922456",1129,4.3,2.2,2317,1975,71.6,91.3
Jeddah,"21.511937471960998, 39.23855532618001",442,3.4,1.6,2251,1981,59.0,97.2
Jeddah,"21.51123384288528, 39.238504743994554",1362,4.5,1.7,1614,1997,60.5,92.7
Jeddah,"21.509693499597265, 39.24528645307868",758,5.6,2.2,2292,1990,60.2,93.6
Jeddah,"21.509741572982133, 39.248655743573785",1290,3.6,1.6,1397,1992,76.4,97.9
Jeddah,"21.51050890484893, 39.2513364324747",1127,4.3,2.9,1949,2005,75.6,95.6
Jeddah,"21.512364878773283, 39.151643217942926",1205,4.7,2.1,1608,1976,73.2,87.6
Jeddah,"21.514990029080927, 39.151601381145525",1207,5.6,2.6,1778,1993,50.0,90.3
Jeddah,"21.512885729945392, 39.15625608664409",1056,5.5,1.6,1128,1983,61.1,97.4
Jeddah,"21.51263784055481, 39.159104803279625",703,4.9,1.9,2324,2000,77.4,97.0
Jeddah,"21.513165962057823, 39.16482719834683",750,3.9,2.2,1439,1995,67.0,90.2
Jeddah,"21.514479535888643, 39.16715889838102",932,3.2,2.3,1605,1990,77.3,88.8
Jeddah,"21.513423581375132, 39.1696783753369",1467,5.2,1.9,1652,1979,60.6,94.4
Jeddah,"21.512991102928407, 39.17192613229851",1409,4.7,2.3,2464,2007,69.9,92.6
Jeddah,"21.513685069866458, 39.177700176218096",695,3.5,2.2,1463,1982,61.1,96.3
Jeddah,"21.51509193327328, 39.18169971266704",1274,5.5,2.9,1403,1975,53.4,94.2
Jeddah,"21.51358406837124, 39.18173729510463",435,4.9,2.6,2402,1983,76.6,85.4
Jeddah,"21.51247770474953, 39.18680920059125",356,5.3,1.8,1725,1998,58.6,87.6
Jeddah,"21.51270881004764, 39.18964356014919",1274,5.6,1.6,1097,2009,59.0,97.4
Jeddah,"21.51286550722484, 39.19327567250248",811,3.4,2.7,2225,1984,76.8,95.1
Jeddah,"21.513769181941143, 39.19481652934866",1127,3.6,1.8,2274,1975,73.0,91.8
Jeddah,"21.51243498990147, 39.19857541068251",1178,4.4,1.9,2432,1985,51.7,93.9
Jeddah,"21.513767954389674, 39.204107978346",1387,4.6,1.9,1034,1992,66.0,97.1
Jeddah,"21.51148846346326, 39.20822496352232",1198,5.2,2.0,1537,2004,67.5,88.8
Jeddah,"21.51265930963627, 39.20895031717566",1251,5.9,1.6,2166,1991,67.0,90.1
Jeddah,"21.514316332612687, 39.215016673264955",1007,3.2,3.0,943,1975,70.8,87.1
Jeddah,"21.51492145878193, 39.214747598221045",1132,4.3,1.8,827,1980,72.0,92.1
Jeddah,"21.51460287703455, 39.21921221981379",1096,5.2,2.3,1442,1986,43.1,96.7
Jeddah,"21.51245471994607, 39.223299810186774",1233,4.6,2.6,1092,1988,64.1,93.1
Jeddah,"21.514118064712033, 39.22505953622776",1264,4.3,2.8,1344,1990,64.4,91.6
Jeddah,"21.514808933433727, 39.22853754208387",751,5.7,1.6,2020,1989,51.8,86.3
Jeddah,"21.515230211031746, 39.23310577578666",543,4.6,2.6,1417,2004,49.5,96.7
Jeddah,"21.51463662666045, 39.2357443465907",1389,5.5,2.5,987,1990,63.2,85.5
Jeddah,"21.513000424244154, 39.24058221924571",1226,3.4,2.7,1322,1990,42.4,93.6
Jeddah,"21.512085076096902, 39.24217889534176",820,3.4,2.4,1408,1973,42.1,88.9
Jeddah,"21.514629211070353, 39.24763044586235",1051,3.4,2.4,1879,1978,64.6,87.2
Jeddah,"21.51437130651424, 39.2514687558822",341,5.9,2.9,1899,2005,74.1,87.6
Jeddah,"21.51795073623626, 39.15006107881044",569,5.5,1.7,1212,1999,77.6,87.7
Jeddah,"21.51530255643722, 39.15257782570649",1317,4.5,2.6,1865,1973,65.7,95.2
Jeddah,"21.516693847767613, 39.15520926595074",602,5.2,1.9,2041,1974,65.2,89.6
Jeddah,"21.518071848030615, 39.161517330365434",1300,4.8,2.3,1923,2004,46.6,87.5
Jeddah,"21.514782459303948, 39.162104387120664",540,5.1,3.0,2204,1972,68.5,92.8
Jeddah,"21.517998386398972, 39.1680145733771",1061,4.2,2.8,936,1973,76.2,96.2
Jeddah,"21.515664627711963, 39.16982579466851",493,4.0,3.0,2489,2002,72.3,85.7
Jeddah,"21.51833879094403, 39.17415186911421",1240,5.5,1.6,2317,1992,44.1,95.7
Jeddah,"21.515762576660563, 39.17796069183342",1350,4.8,1.9,1173,2007,50.3,93.6
Jeddah,"21.516687172166414, 39.1805416392363",720,5.0,1.6,1612,1990,44.4,90.0
Jeddah,"21.51516215810223, 39.18145558610286",528,5.2,2.9,1608,1985,57.3,90.7
Jeddah,"21.516156533712806, 39.18704284104047",344,4.4,1.7,1971,2005,56.3,96.2
Jeddah,"21.515377001443323, 39.19148192308767",412,5.0,1.6,1118,2006,55.1,86.6
Jeddah,"21.517014187660354, 39.192732372939915",839,5.6,3.0,2071,1986,51.3,89.4
Jeddah,"21.515320721124738, 39.198244634347915",1330,3.6,1.5,1774,2000,67.7,95.2
Jeddah,"21.517662511204605, 39.20075540215046",819,4.1,2.1,2478,1982,56.3,88.2
Jeddah,"21.515806944172404, 39.202879596016295",1251,3.0,1.7,2067,1997,64.3,91.7
Jeddah,"21.51531829628906, 39.20695569891075",780,5.4,1.8,1179,2000,73.6,94.3
Jeddah,"21.518526337103474, 39.21142844474976",1203,4.3,1.5,1737,2003,48.1,88.9
Jeddah,"21.517256186233713, 39.214044114317694",600,4.1,2.7,1644,1975,72.4,89.1
Jeddah,"21.51574300098374, 39.21630469545265",1392,5.6,2.5,1005,1985,70.4,89.6
Jeddah,"21.514746876096662, 39.22112121465704",575,3.8,2.4,1225,1970,70.1,91.1
Jeddah,"21.517736957580315, 39.221368925277616",717,3.0,1.7,956,1992,78.3,89.0
Jeddah,"21.518312728418874, 39.22725615288336",440,3.3,3.0,2308,1973,45.2,86.6
Jeddah,"21.517071234468645, 39.22803385490845",309,4.3,1.7,2002,1975,62.9,96.9
Jeddah,"21.51567622843211, 39.234553675610115",1265,3.8,2.1,1998,1989,60.4,87.5
Jeddah,"21.515888505460204, 39.23853476444014",1470,5.3,1.7,2158,1999,79.1,94.0
