city,geo_location,primary_language,primary_language_percentage,secondary_language,secondary_language_percentage,avg_years_education,most_common_education,bachelor_or_higher_percentage
Jeddah,"21.517256186233713, 39.214044114317694",Mandarin,84.5,French,14.7,16.4,PhD,66.4
Jeddah,"21.51574300098374, 39.21630469545265",Spanish,79.5,French,8.6,16.3,PhD,72.1
Jeddah,"21.514746876096662, 39.22112121465704",Mandarin,39.2,English,28.3,16.9,Associate Degree,50.8
Jeddah,"21.517736957580315, 39.221368925277616",French,41.9,Mandarin,29.0,13.1,Master,70.1
Jeddah,"21.518312728418874, 39.22725615288336",English,46.6,Spanish,41.1,17.1,Bachelor,59.0
Jeddah,"21.517071234468645, 39.22803385490845",Mandarin,28.7,Arabic,22.1,13.5,Master,82.2
Jeddah,"21.51567622843211, 39.234553675610115",Arabic,40.9,Spanish,30.0,16.3,High School,24.6
Jeddah,"21.515888505460204, 39.23853476444014",French,38.5,Mandarin,24.1,14.1,PhD,87.7
Jeddah,"21.517237627911825, 39.23969522720264",Spanish,62.6,Mandarin,18.9,16.4,Associate Degree,45.4
Jeddah,"21.51617256847575, 39.24272817013042",Mandarin,42.2,French,23.3,17.7,High School,23.8
Jeddah,"21.515674661503777, 39.246533458728656",Mandarin,44.5,Arabic,30.6,14.0,Master,80.0
Jeddah,"21.517375451292214, 39.25129724328588",Spanish,68.3,Mandarin,18.9,15.6,Bachelor,59.4
Jeddah,"21.51958861015989, 39.14840924841187",Arabic,40.7,English,26.1,14.6,PhD,79.2
Jeddah,"21.520046054869873, 39.15398275514343",English,39.7,French,35.5,12.6,PhD,85.4
Jeddah,"21.521373135800342, 39.15616358571931",Spanish,47.4,French,31.8,17.0,Associate Degree,58.0
Jeddah,"21.52058936848026, 39.16043620041855",Arabic,56.4,Mandarin,13.3,14.2,High School,47.4
Jeddah,"21.519193903705013, 39.161765751455675",French,25.5,English,25.0,16.5,Master,66.4
Jeddah,"21.51825534821559, 39.16862011052995",Mandarin,50.2,Spanish,24.2,18.0,Bachelor,82.0
Jeddah,"21.520562378982458, 39.17144596640101",English,44.3,Arabic,35.8,16.8,Master,64.0
Jeddah,"21.519044587631704, 39.17417770843562",Mandarin,53.0,French,27.8,17.0,Associate Degree,50.9
Jeddah,"21.52156949519072, 39.17586183111434",Mandarin,43.5,Spanish,30.2,13.3,Bachelor,89.7
Jeddah,"21.518599717185417, 39.181061897553214",Arabic,66.3,French,13.3,16.0,PhD,66.7
Jeddah,"21.52159874817898, 39.184555052623864",Arabic,54.9,Spanish,20.3,12.8,High School,35.7
Jeddah,"21.52120945497781, 39.187066799871246",French,41.6,Mandarin,41.0,12.9,Master,61.5
Jeddah,"21.520642121294724, 39.190723023001546",English,31.0,Mandarin,26.2,16.8,PhD,81.6
Jeddah,"21.52088513279037, 39.19395493561518",English,38.8,Arabic,30.2,13.9,High School,17.4
Jeddah,"21.52198987639831, 39.195704371757515",French,44.2,English,26.6,16.4,Bachelor,72.6
Jeddah,"21.519674262744324, 39.199553099684024",French,37.6,Mandarin,22.3,14.6,Associate Degree,49.9
Jeddah,"21.518141276019307, 39.204165609170836",French,37.6,English,35.7,13.4,Bachelor,84.9
Jeddah,"21.520288169736148, 39.20542632730831",Spanish,41.9,French,37.7,17.7,Master,69.7
Jeddah,"21.520906199506324, 39.20888945277591",Mandarin,29.2,English,29.0,17.8,High School,40.4
Jeddah,"21.520138540406176, 39.21447292155452",English,61.8,Arabic,24.9,15.2,Master,57.3
Jeddah,"21.52162610602202, 39.21735414057052",French,27.5,English,20.8,14.2,Associate Degree,32.4
Jeddah,"21.520029259422426, 39.221381676976975",Spanish,42.0,French,21.9,13.3,High School,29.0
Jeddah,"21.521362554778385, 39.224839312470706",French,30.9,Spanish,30.5,12.6,PhD,59.7
Jeddah,"21.518724543431215, 39.225057078921914",Spanish,58.9,English,26.0,12.1,High School,18.7
Jeddah,"21.518511776558785, 39.22903460740224",French,61.2,Spanish,14.7,15.4,Bachelor,77.7
Jeddah,"21.52123337547657, 39.23438500620661",English,40.7,Arabic,25.6,13.2,Associate Degree,33.0
Jeddah,"21.51873227342805, 39.237385516143824",Mandarin,45.6,English,20.2,14.1,Master,86.4
Jeddah,"21.51934252985282, 39.23835719928808",French,41.0,Mandarin,22.8,16.1,Master,54.0
Jeddah,"21.51942113358448, 39.24431017305071",Mandarin,36.8,English,27.7,15.0,Associate Degree,20.5
Jeddah,"21.519228341085327, 39.2478190284139",Spanish,30.1,French,24.6,14.9,Bachelor,85.8
Jeddah,"21.51932526854788, 39.24904223694162",Spanish,34.1,Arabic,30.1,14.3,High School,46.8
Jeddah,"21.522509537819936, 39.15140485555285",French,42.1,English,32.2,16.1,Master,69.2
Jeddah,"21.523215479604016, 39.1547989068121",Spanish,52.6,Arabic,22.4,16.2,High School,64.8
Jeddah,"21.523667631812305, 39.15844387060267",Arabic,50.9,Spanish,41.7,14.8,High School,33.4
Jeddah,"21.52161819628295, 39.16155770424588",English,52.0,Spanish,34.2,12.2,PhD,86.3
Jeddah,"21.523335242831305, 39.16480332435213",Mandarin,45.0,English,22.3,13.1,Associate Degree,51.4
Jeddah,"21.522860010212554, 39.165860089681935",English,50.1,Spanish,18.2,15.8,PhD,85.7
Jeddah,"21.521549581215904, 39.17141695908162",French,42.0,Spanish,31.8,15.6,Associate Degree,24.6
Jeddah,"21.521882794370025, 39.17213451969651",English,36.9,French,27.9,14.3,Bachelor,72.9
Jeddah,"21.522970100720343, 39.17694428101856",Arabic,33.0,Mandarin,32.1,13.1,Master,83.2
Jeddah,"21.52495981707136, 39.179830285732244",French,35.1,English,30.1,16.5,Associate Degree,30.1
Jeddah,"21.52259886716393, 39.18419600715777",Arabic,40.0,English,28.8,13.0,Associate Degree,46.9
Jeddah,"21.524449098043068, 39.18661699004966",French,36.5,Mandarin,27.1,15.3,Bachelor,87.1
Jeddah,"21.523857464422385, 39.18870729706625",Spanish,46.9,Mandarin,41.5,14.6,PhD,71.3
Jeddah,"21.523871329209943, 39.19135218733903",Mandarin,39.8,English,24.6,13.0,PhD,72.8
Jeddah,"21.52242744478214, 39.197711439791526",French,52.2,Spanish,31.5,17.1,High School,40.9
Jeddah,"21.522007756359667, 39.201057934944586",Spanish,32.4,Arabic,22.8,17.7,High School,18.7
Jeddah,"21.523291641695852, 39.20438761000175",English,34.1,French,22.0,15.3,Associate Degree,58.9
Jeddah,"21.52168549870837, 39.207124585621564",Spanish,50.9,English,19.7,14.9,Master,83.4
Jeddah,"21.523867283496145, 39.209613573921594",Mandarin,36.4,English,32.0,14.6,Associate Degree,15.8
Jeddah,"21.525194644693855, 39.212866599013545",Spanish,38.3,English,27.6,14.5,Master,70.8
Jeddah,"21.521484234607232, 39.21546432367158",English,39.4,French,28.4,16.4,Bachelor,48.0
Jeddah,"21.522825738955042, 39.2180563084749",French,40.4,Arabic,22.6,16.7,High School,46.0
Jeddah,"21.522622185868727, 39.2246662479996",Spanish,52.1,Mandarin,37.7,15.8,Bachelor,59.3
Jeddah,"21.522095640173095, 39.22737365923337",French,41.6,Arabic,28.7,15.4,Master,88.4
Jeddah,"21.52384008104802, 39.2289952924915",French,66.3,Spanish,13.0,15.0,Bachelor,57.2
Jeddah,"21.524107432322015, 39.23271073242959",Arabic,42.9,Spanish,34.8,14.3,Master,67.7
Jeddah,"21.521849056535046, 39.23620086857189",Mandarin,31.2,French,31.2,15.7,Bachelor,71.2
Jeddah,"21.523688016086005, 39.23866808074907",Arabic,44.0,Mandarin,31.1,13.9,Master,90.6
Jeddah,"21.52462870865203, 39.24252614234731",Mandarin,38.8,Spanish,30.9,16.3,High School,22.4
Jeddah,"21.52249664450057, 39.24757799431246",Spanish,31.4,Mandarin,29.0,12.0,High School,40.1
Jeddah,"21.523718813007797, 39.24935134060483",Mandarin,46.8,Spanish,24.3,16.4,High School,50.1
Jeddah,"21.528218562842014, 39.15198188963931",Spanish,32.9,English,32.3,15.8,Bachelor,79.0
Jeddah,"21.5260375980237, 39.15493886843791",Arabic,35.9,Mandarin,24.9,15.4,Master,67.7
Jeddah,"21.526103670212134, 39.15542037080223",English,49.2,Mandarin,31.4,14.4,PhD,69.5
Jeddah,"21.528459004081494, 39.161672821635364",English,30.7,Arabic,26.5,15.8,Master,82.2
Jeddah,"21.526280233244673, 39.162247006472676",Spanish,27.5,Mandarin,27.1,13.6,Associate Degree,46.7
Jeddah,"21.52757534197921, 39.16519148977233",French,57.7,Spanish,20.3,16.5,Associate Degree,13.4
Jeddah,"21.527602973143914, 39.170358771339195",Mandarin,28.7,French,23.6,18.0,High School,58.2
Jeddah,"21.52534260563423, 39.172799699138935",French,39.3,English,19.3,13.4,Associate Degree,41.3
Jeddah,"21.527268828187154, 39.174816120377436",English,36.5,Mandarin,34.8,14.5,Bachelor,53.9
Jeddah,"21.528172843217064, 39.1790231566957",Spanish,37.4,Mandarin,26.3,13.1,Associate Degree,49.7
Jeddah,"21.526805600403442, 39.18152768117966",Arabic,28.3,English,22.7,14.0,Bachelor,66.0
Jeddah,"21.528645387601294, 39.18731454633002",Spanish,39.6,Arabic,29.1,12.2,High School,35.2
Jeddah,"21.52728093714027, 39.188078967066055",Arabic,25.5,Spanish,24.4,12.4,Bachelor,51.9
Jeddah,"21.52742566566018, 39.19300043559405",English,38.0,Spanish,31.5,12.5,High School,42.1
Jeddah,"21.526187681718376, 39.19685579620558",English,31.0,French,25.2,12.7,Bachelor,85.2
Jeddah,"21.526564252019977, 39.1986125083925",Spanish,37.8,Mandarin,26.0,17.6,PhD,51.5
Jeddah,"21.52744743478355, 39.203854578693985",Mandarin,42.6,French,22.2,15.1,High School,44.9
Jeddah,"21.525871132485694, 39.207313324971025",Arabic,42.1,French,39.2,12.0,PhD,63.4
Jeddah,"21.527316598530224, 39.20907990859815",French,29.9,Spanish,29.3,12.3,High School,11.8
Jeddah,"21.527089204014363, 39.21188198742525",Arabic,55.5,English,21.6,12.0,PhD,66.8
Jeddah,"21.52798927754855, 39.215086323614265",Arabic,49.2,Spanish,24.6,15.2,Master,89.8
Jeddah,"21.52754173156473, 39.21847093827375",Mandarin,32.7,Spanish,30.6,12.8,Associate Degree,46.0
Jeddah,"21.525122716877405, 39.22175838816656",Mandarin,26.7,English,22.1,12.8,PhD,57.1
Jeddah,"21.52546125331349, 39.22546566421125",Spanish,45.3,English,26.5,12.3,Master,56.3
Jeddah,"21.52571864232912, 39.230092584430366",French,42.0,Spanish,25.9,13.4,Associate Degree,45.8
Jeddah,"21.525473359426595, 39.23414708033432",French,38.3,English,30.7,16.5,PhD,85.3
Jeddah,"21.52584807147067, 39.234824289497176",Mandarin,28.6,French,28.0,12.3,PhD,53.5
Jeddah,"21.52665208552014, 39.23883077593709",Arabic,46.7,English,28.3,15.5,High School,26.3
Jeddah,"21.528399164045275, 39.24265574779812",Mandarin,53.7,French,21.8,15.5,Bachelor,85.7
Jeddah,"21.524677618662896, 39.24735319919653",Spanish,44.1,Arabic,17.0,14.2,PhD,60.2
Jeddah,"21.528294186843745, 39.25134092866105",Spanish,41.5,English,24.3,17.9,Master,80.2
Jeddah,"21.530676087722007, 39.148596577970665",Arabic,44.2,Mandarin,37.4,12.3,Master,96.5
Jeddah,"21.528360330694305, 39.15338015472119",French,42.2,Mandarin,31.4,15.4,Master,66.2
Jeddah,"21.530894254467594, 39.155071828581036",French,27.8,Mandarin,24.6,12.2,Associate Degree,41.7
Jeddah,"21.529023568411002, 39.158924641145965",Spanish,47.5,English,20.8,14.5,Associate Degree,35.7
Jeddah,"21.53195466372303, 39.162517422048175",French,47.8,Mandarin,28.8,12.4,High School,42.6
Jeddah,"21.529857109428946, 39.165065902326894",English,36.5,Arabic,34.3,14.7,Master,61.5
Jeddah,"21.528698807235784, 39.16815777807987",Spanish,36.9,Arabic,21.8,17.0,PhD,59.4
Jeddah,"21.52916226870895, 39.174539717744096",Spanish,46.6,English,21.7,12.1,Associate Degree,30.1
Jeddah,"21.529250828427852, 39.17762082744983",Mandarin,60.0,Arabic,19.9,12.6,High School,45.8
Jeddah,"21.528379993881323, 39.18103281601937",English,38.8,Mandarin,23.1,14.8,Bachelor,61.8
Jeddah,"21.528183556348374, 39.18474132823363",French,60.7,Mandarin,16.0,15.2,Bachelor,83.9
Jeddah,"21.530653420109964, 39.18534871577209",Spanish,33.2,Mandarin,30.7,13.6,Master,62.6
Jeddah,"21.529430109616953, 39.18975085806713",Arabic,53.3,English,26.0,14.8,Associate Degree,43.6
Jeddah,"21.53048722813333, 39.194847235482925",Arabic,62.1,English,17.2,14.1,Master,92.1
Jeddah,"21.528371805261752, 39.19792652382481",English,47.2,Spanish,22.8,15.4,Associate Degree,31.9
Jeddah,"21.528731477681216, 39.199603110057126",English,39.6,Arabic,25.7,16.3,Associate Degree,51.7
Jeddah,"21.5318492397206, 39.20242066569634",Arabic,36.7,Mandarin,31.3,16.6,Master,77.0
Jeddah,"21.529542861959037, 39.20806935297881",Mandarin,45.5,French,32.7,17.4,Master,92.9
Jeddah,"21.531199596387797, 39.21059538593549",Mandarin,24.4,Spanish,23.7,13.1,Associate Degree,35.2
Jeddah,"21.531187638228143, 39.21178555955884",English,35.1,Mandarin,32.3,12.3,Associate Degree,43.0
Jeddah,"21.530784679494097, 39.21490125224933",English,31.1,Mandarin,28.8,14.4,Master,63.9
Jeddah,"21.531769867952, 39.21863758158993",Mandarin,37.6,Arabic,23.4,13.9,Master,67.2
Jeddah,"21.529664110866523, 39.223696334545295",English,47.4,French,18.1,16.4,Master,74.1
Jeddah,"21.53120905913618, 39.22738023921166",Spanish,46.5,French,14.7,15.1,PhD,62.8
Jeddah,"21.52872504224215, 39.22951900311646",Spanish,39.0,English,30.2,15.8,Bachelor,66.8
Jeddah,"21.529434395659308, 39.23144859825162",Mandarin,53.8,English,24.1,15.0,Master,81.9
Jeddah,"21.530737856533527, 39.238020812572856",French,31.9,English,19.3,14.8,PhD,68.4
Jeddah,"21.531893778320903, 39.2385226213182",French,43.8,Mandarin,32.3,14.6,High School,57.7
Jeddah,"21.531681591942554, 39.241785083250825",Spanish,46.8,Arabic,26.3,12.2,High School,10.5
Jeddah,"21.529645137054942, 39.244850555968185",French,31.7,Arabic,26.6,14.8,Master,69.9
Jeddah,"21.529046451468915, 39.24925695177949",Arabic,35.0,English,29.4,17.5,PhD,59.5
Jeddah,"21.534151606039256, 39.15071171568408",French,46.4,Mandarin,29.4,12.7,Master,66.7
Jeddah,"21.534403448206493, 39.15363992936582",Spanish,54.9,English,18.8,12.1,PhD,69.5
Jeddah,"21.533593382236084, 39.158578248896866",English,34.7,Arabic,31.5,17.0,PhD,64.2
Jeddah,"21.53401271076619, 39.15935320256707",French,27.9,English,26.5,14.1,High School,17.4
Jeddah,"21.533425746034233, 39.16413565407053",Mandarin,26.5,Spanish,25.7,12.9,High School,39.3
Jeddah,"21.531714301887142, 39.16731351971805",English,35.0,Arabic,22.8,13.8,High School,36.6
Jeddah,"21.532327641312737, 39.16938299794983",Spanish,51.1,Arabic,35.0,17.2,PhD,93.2
Jeddah,"21.534038515606763, 39.172872839802956",English,60.4,Arabic,28.3,12.1,Associate Degree,37.6
Jeddah,"21.534689465418253, 39.17690004361347",French,48.9,English,25.5,16.9,Master,65.4
Jeddah,"21.535284499832382, 39.17821826446091",Arabic,73.8,French,14.2,17.7,Bachelor,73.8
Jeddah,"21.533906928199563, 39.181961042826536",French,46.4,Mandarin,30.1,12.8,PhD,77.5
Jeddah,"21.53472871563244, 39.18807415127245",Arabic,43.6,French,18.6,14.8,Master,95.5
Jeddah,"21.534810995871787, 39.18829946096991",English,34.2,Mandarin,31.1,17.0,Associate Degree,51.7
Jeddah,"21.533299925177914, 39.19229690060013",Arabic,47.6,French,45.7,12.4,Associate Degree,39.3
Jeddah,"21.53521391352847, 39.19486806952477",French,61.1,Mandarin,22.7,16.1,Associate Degree,40.5
Jeddah,"21.53222415942601, 39.200573269259294",Mandarin,42.0,Spanish,29.9,16.0,High School,58.0
Jeddah,"21.532946441307182, 39.202273333333295",Spanish,42.5,English,21.2,12.9,Master,79.2
Jeddah,"21.53316971171233, 39.20787171181757",Mandarin,37.1,Spanish,32.9,17.4,PhD,64.9
Jeddah,"21.533125727675998, 39.211426356896716",Spanish,57.8,English,17.3,17.5,PhD,67.3
Jeddah,"21.53312160581299, 39.21180816074155",Mandarin,50.7,Spanish,26.4,16.0,Associate Degree,33.6
Jeddah,"21.533322826725602, 39.21728015867922",Mandarin,31.2,Arabic,24.4,17.7,Master,66.8
Jeddah,"21.531743906619255, 39.2196493541907",English,52.1,Arabic,29.7,15.7,High School,5.2
Jeddah,"21.533561857378956, 39.22133401219525",Spanish,44.3,Arabic,23.4,13.5,Bachelor,63.5
Jeddah,"21.531696915520982, 39.22708347977091",English,41.0,Mandarin,39.5,16.6,PhD,44.0
Jeddah,"21.53380959794832, 39.22921839183241",English,46.1,Spanish,30.4,16.5,Master,53.9
Jeddah,"21.533366684294613, 39.23216073832874",French,39.0,Mandarin,34.7,14.6,PhD,88.4
Jeddah,"21.53401923081645, 39.23846808718664",Spanish,49.8,French,32.4,13.8,Associate Degree,51.3
Jeddah,"21.532786703243616, 39.23821710085323",Arabic,31.8,Spanish,23.7,15.2,Associate Degree,27.3
Jeddah,"21.53222500579092, 39.24315117326375",Mandarin,66.5,English,15.5,14.3,Associate Degree,19.8
Jeddah,"21.533573936713758, 39.24714569854538",Spanish,51.7,French,24.1,14.4,Master,41.9
Jeddah,"21.53322586805771, 39.250628668825726",Spanish,43.9,French,34.2,15.8,Associate Degree,69.0
Jeddah,"21.537530320667802, 39.148456093433424",French,35.9,English,35.8,16.0,Bachelor,65.5
Jeddah,"21.537703946470984, 39.15222032176461",English,33.5,French,27.6,16.3,High School,39.9
Jeddah,"21.536032095124977, 39.1579862022092",French,66.7,Spanish,12.6,14.5,Associate Degree,47.9
Jeddah,"21.538524401400487, 39.15916793425523",Arabic,36.9,Spanish,35.8,17.1,High School,48.4
Jeddah,"21.536754607013087, 39.16414171754637",French,43.6,English,28.9,12.7,Associate Degree,44.4
Jeddah,"21.53484977910609, 39.165323288137486",Arabic,38.1,Spanish,30.1,13.0,High School,23.5
Jeddah,"21.535228463415958, 39.17086742445059",Mandarin,30.7,English,26.2,15.0,Bachelor,69.8
Jeddah,"21.537552903048475, 39.17176117935541",Spanish,47.1,French,27.9,12.1,Bachelor,90.4
Jeddah,"21.537110073731224, 39.17541684026879",Arabic,41.8,French,26.7,12.0,Bachelor,80.3
Jeddah,"21.538387531703282, 39.17957158595966",English,39.7,Arabic,24.2,17.4,Associate Degree,49.1
Jeddah,"21.536494850699842, 39.184459014947926",Mandarin,50.2,English,24.8,12.1,Bachelor,46.2
Jeddah,"21.537533818324547, 39.185097729655816",English,47.4,French,31.7,16.2,Master,67.9
Jeddah,"21.536324548047183, 39.191706506122145",Mandarin,33.8,Arabic,32.2,13.3,Associate Degree,56.1
Jeddah,"21.538016531616616, 39.193688577764924",Arabic,35.0,Mandarin,31.1,17.6,Master,66.0
Jeddah,"21.53775524736122, 39.1964686850545",Arabic,58.6,Mandarin,25.9,14.7,PhD,90.0
Jeddah,"21.53730049344667, 39.2018247612865",Arabic,44.9,French,29.9,13.1,High School,27.7
Jeddah,"21.535205210724392, 39.20332864790174",Spanish,38.0,Mandarin,33.4,15.1,PhD,58.7
Jeddah,"21.536788124056745, 39.20486095308919",Mandarin,44.5,French,32.5,14.9,Associate Degree,41.5
Jeddah,"21.538407899789995, 39.211355264442716",English,61.5,Arabic,17.4,12.6,High School,28.1
Jeddah,"21.536598394520812, 39.213366664929616",Arabic,55.8,Mandarin,30.7,16.5,PhD,66.5
Jeddah,"21.538351315922846, 39.215375476420675",English,40.0,French,38.7,13.4,High School,47.1
Jeddah,"21.536980884209484, 39.22092197864697",English,42.0,Spanish,27.1,16.9,PhD,54.3
Jeddah,"21.535180193794876, 39.22288295565022",French,50.6,English,21.2,13.1,Master,64.0
Jeddah,"21.53706885075389, 39.2281974501209",French,66.0,Mandarin,18.2,13.1,High School,36.9
Jeddah,"21.536683107144082, 39.22953865055497",Spanish,66.9,French,24.8,14.0,Associate Degree,50.6
Jeddah,"21.53858466970749, 39.234996974300124",English,54.0,Spanish,20.5,16.3,Associate Degree,17.6
Jeddah,"21.537716165291716, 39.23576105018649",Mandarin,37.0,Arabic,28.4,16.0,PhD,57.9
Jeddah,"21.538521040817386, 39.24188196659965",Arabic,27.1,French,25.2,15.3,Master,74.2
Jeddah,"21.536478049490995, 39.2418668206574",Mandarin,44.3,Arabic,29.3,13.3,Associate Degree,41.1
Jeddah,"21.5363176485579, 39.247466723806255",Mandarin,37.3,French,27.4,14.9,Bachelor,62.5
Jeddah,"21.53766037413018, 39.249195652539825",Spanish,40.9,English,31.7,16.7,Associate Degree,46.0
Jeddah,"21.54080597724163, 39.151442830184514",Mandarin,37.1,French,35.6,17.4,Master,84.5
Jeddah,"21.54084749742558, 39.15507538164318",English,45.4,Mandarin,28.9,15.9,Associate Degree,59.1
Jeddah,"21.54053033313803, 39.155470222995966",Mandarin,37.7,Spanish,22.8,12.8,Master,88.5
Jeddah,"21.54049667035682, 39.15916231798192",English,51.4,French,19.0,18.0,Master,60.9
Jeddah,"21.539381174323594, 39.16402282818554",Spanish,48.1,French,19.2,16.3,High School,53.5
Jeddah,"21.54192534198494, 39.16726701221789",Mandarin,34.2,French,24.9,13.6,High School,43.7
Jeddah,"21.54183330581122, 39.170015573756174",English,39.2,Mandarin,34.2,12.3,Associate Degree,35.0
Jeddah,"21.54077724789491, 39.172622858922985",French,35.2,English,33.7,14.1,Bachelor,66.1
Jeddah,"21.538461621009134, 39.17607561787651",Spanish,54.1,English,19.5,12.7,Associate Degree,39.1
Jeddah,"21.53992147968956, 39.180282552777015",English,32.1,French,23.4,15.0,High School,32.9
Jeddah,"21.540668628952208, 39.183003245065834",Spanish,38.3,Mandarin,27.5,14.2,High School,63.2
Jeddah,"21.540991474893506, 39.188032223876334",Arabic,61.5,English,14.8,15.2,Master,81.3
Jeddah,"21.5391437119209, 39.19138920436568",English,53.7,Mandarin,29.5,14.5,High School,47.4
Jeddah,"21.541233219117306, 39.193424253278174",Spanish,39.4,Arabic,37.9,16.9,Master,70.6
Jeddah,"21.538101088565018, 39.1952479735132",English,42.4,Arabic,24.2,12.5,Master,82.6
Jeddah,"21.540681016715066, 39.19879960966906",Spanish,23.9,Arabic,23.3,16.2,Associate Degree,55.1
Jeddah,"21.54100074007468, 39.20197707491071",French,51.8,Arabic,16.7,12.3,Bachelor,63.3
Jeddah,"21.539146462192637, 39.205668910696495",English,48.1,Arabic,28.0,12.1,Associate Degree,44.2
Jeddah,"21.54135752725786, 39.21076237940146",French,24.7,Spanish,22.6,14.1,Bachelor,84.8
Jeddah,"21.539180562263844, 39.21434770912551",English,41.8,Mandarin,34.5,12.5,High School,39.5
Jeddah,"21.53812922553297, 39.217922771536884",Arabic,74.4,Mandarin,11.9,17.9,Associate Degree,39.2
Jeddah,"21.53840992002535, 39.221472141494615",English,37.6,Mandarin,28.9,15.2,Bachelor,73.8
Jeddah,"21.54095796992069, 39.224792699274154",French,48.3,Arabic,23.1,14.3,Associate Degree,60.3
Jeddah,"21.54096965094349, 39.22691174887783",Mandarin,44.7,Spanish,32.6,15.9,Associate Degree,40.9
Jeddah,"21.538950381890263, 39.23113722869148",Spanish,35.1,French,32.7,13.6,PhD,82.5
