city,geo_location,total_population,male_population,female_population,male_avg_age,female_avg_age,overall_avg_age,avg_household_size
Jeddah,"21.519193903705013, 39.161765751455675",2048,1028,1020,42.6,29.8,36.3,4.2
Jeddah,"21.51825534821559, 39.16862011052995",1620,797,823,26.2,42.2,34.4,4.5
Jeddah,"21.520562378982458, 39.17144596640101",2783,1263,1520,33.6,28.9,31.0,3.6
Jeddah,"21.519044587631704, 39.17417770843562",3939,2165,1774,42.8,43.6,43.2,3.5
Jeddah,"21.52156949519072, 39.17586183111434",3241,1556,1685,28.5,41.0,35.0,3.3
Jeddah,"21.518599717185417, 39.181061897553214",4267,2307,1960,44.4,31.0,38.2,4.3
Jeddah,"21.52159874817898, 39.184555052623864",3212,1460,1752,31.7,33.9,32.9,3.4
Jeddah,"21.52120945497781, 39.187066799871246",2133,1110,1023,32.9,34.0,33.4,3.2
Jeddah,"21.520642121294724, 39.190723023001546",1327,645,682,32.9,29.1,31.0,2.9
Jeddah,"21.52088513279037, 39.19395493561518",4377,1973,2404,25.7,43.7,35.6,4.3
Jeddah,"21.52198987639831, 39.195704371757515",2329,1073,1256,34.9,39.0,37.1,4.0
Jeddah,"21.519674262744324, 39.199553099684024",3728,2046,1682,27.0,29.7,28.2,4.4
Jeddah,"21.518141276019307, 39.204165609170836",1410,699,711,35.2,32.8,33.9,3.7
Jeddah,"21.520288169736148, 39.20542632730831",3812,1722,2090,31.6,30.9,31.2,4.4
Jeddah,"21.520906199506324, 39.20888945277591",3793,1854,1939,38.7,28.5,33.5,3.8
Jeddah,"21.520138540406176, 39.21447292155452",2663,1389,1274,32.4,29.7,31.1,4.1
Jeddah,"21.52162610602202, 39.21735414057052",4818,2297,2521,43.8,38.7,41.1,4.5
Jeddah,"21.520029259422426, 39.221381676976975",4657,2134,2523,27.7,33.8,31.0,3.1
Jeddah,"21.521362554778385, 39.224839312470706",4251,2295,1956,32.1,44.2,37.7,2.5
Jeddah,"21.518724543431215, 39.225057078921914",4522,2223,2299,41.2,43.4,42.3,2.7
Jeddah,"21.518511776558785, 39.22903460740224",1454,703,751,42.3,43.6,43.0,4.3
Jeddah,"21.52123337547657, 39.23438500620661",2421,1323,1098,38.1,38.7,38.4,3.0
Jeddah,"21.51873227342805, 39.237385516143824",3595,1937,1658,31.8,33.8,32.7,2.6
Jeddah,"21.51934252985282, 39.23835719928808",4419,2206,2213,40.3,39.1,39.7,4.2
Jeddah,"21.51942113358448, 39.24431017305071",2899,1477,1422,26.0,32.1,29.0,4.0
Jeddah,"21.519228341085327, 39.2478190284139",3760,1829,1931,25.6,29.6,27.6,4.0
Jeddah,"21.51932526854788, 39.24904223694162",1269,577,692,44.7,30.8,37.1,3.9
Jeddah,"21.522509537819936, 39.15140485555285",1885,1031,854,40.5,25.2,33.6,3.9
Jeddah,"21.523215479604016, 39.1547989068121",3371,1556,1815,30.5,27.5,28.9,2.6
Jeddah,"21.523667631812305, 39.15844387060267",1878,925,953,35.1,39.0,37.1,4.0
Jeddah,"21.52161819628295, 39.16155770424588",1263,577,686,31.0,37.3,34.4,2.7
Jeddah,"21.523335242831305, 39.16480332435213",1906,1046,860,31.7,37.3,34.2,4.3
Jeddah,"21.522860010212554, 39.165860089681935",4931,2487,2444,31.9,40.0,35.9,4.3
Jeddah,"21.521549581215904, 39.17141695908162",3809,1930,1879,27.9,32.2,30.0,2.6
Jeddah,"21.521882794370025, 39.17213451969651",1242,609,633,34.7,43.8,39.4,2.5
Jeddah,"21.522970100720343, 39.17694428101856",1078,527,551,33.6,43.3,38.5,4.1
Jeddah,"21.52495981707136, 39.179830285732244",1240,567,673,32.7,33.8,33.3,3.0
Jeddah,"21.52259886716393, 39.18419600715777",4187,2175,2012,29.8,34.6,32.1,3.0
Jeddah,"21.524449098043068, 39.18661699004966",3786,1751,2035,42.8,29.4,35.6,2.9
Jeddah,"21.523857464422385, 39.18870729706625",4474,2142,2332,36.6,44.3,40.6,3.2
Jeddah,"21.523871329209943, 39.19135218733903",1921,868,1053,32.9,34.2,33.6,4.0
Jeddah,"21.52242744478214, 39.197711439791526",4467,2080,2387,31.6,29.4,30.4,3.8
Jeddah,"21.522007756359667, 39.201057934944586",4393,1981,2412,34.9,44.7,40.3,3.1
Jeddah,"21.523291641695852, 39.20438761000175",1532,827,705,28.7,27.1,28.0,3.6
Jeddah,"21.52168549870837, 39.207124585621564",1752,890,862,37.6,38.2,37.9,3.6
Jeddah,"21.523867283496145, 39.209613573921594",4191,1948,2243,40.8,31.2,35.6,4.2
Jeddah,"21.525194644693855, 39.212866599013545",1285,580,705,40.7,36.4,38.4,3.8
Jeddah,"21.521484234607232, 39.21546432367158",4655,2291,2364,38.5,32.1,35.3,2.5
Jeddah,"21.522825738955042, 39.2180563084749",4130,2254,1876,36.1,33.3,34.8,3.0
Jeddah,"21.522622185868727, 39.2246662479996",1057,491,566,43.1,26.8,34.3,3.3
Jeddah,"21.522095640173095, 39.22737365923337",1900,1005,895,37.3,25.1,31.6,4.3
Jeddah,"21.52384008104802, 39.2289952924915",2370,1293,1077,43.5,34.1,39.2,4.0
Jeddah,"21.524107432322015, 39.23271073242959",3304,1670,1634,44.6,34.0,39.4,4.2
Jeddah,"21.521849056535046, 39.23620086857189",4525,2120,2405,28.4,39.7,34.4,4.0
Jeddah,"21.523688016086005, 39.23866808074907",2276,1062,1214,25.9,44.1,35.6,3.0
Jeddah,"21.52462870865203, 39.24252614234731",3748,1987,1761,28.6,25.2,27.0,3.9
Jeddah,"21.52249664450057, 39.24757799431246",2874,1399,1475,35.4,26.6,30.9,3.4
Jeddah,"21.523718813007797, 39.24935134060483",2897,1561,1336,38.9,27.5,33.7,4.3
Jeddah,"21.528218562842014, 39.15198188963931",1469,674,795,31.9,28.2,29.9,3.9
Jeddah,"21.5260375980237, 39.15493886843791",3255,1466,1789,28.8,39.0,34.4,2.8
Jeddah,"21.526103670212134, 39.15542037080223",3650,1932,1718,39.5,28.4,34.3,3.2
Jeddah,"21.528459004081494, 39.161672821635364",4728,2375,2353,27.5,36.5,32.0,3.5
Jeddah,"21.526280233244673, 39.162247006472676",1017,527,490,36.3,33.7,35.0,4.0
Jeddah,"21.52757534197921, 39.16519148977233",3060,1510,1550,35.7,31.6,33.7,3.6
Jeddah,"21.527602973143914, 39.170358771339195",3991,2030,1961,31.3,40.0,35.5,3.9
Jeddah,"21.52534260563423, 39.172799699138935",2926,1365,1561,38.8,32.6,35.5,3.5
Jeddah,"21.527268828187154, 39.174816120377436",3903,1775,2128,44.8,31.8,37.7,3.0
Jeddah,"21.528172843217064, 39.1790231566957",3191,1680,1511,39.0,42.2,40.5,2.6
Jeddah,"21.526805600403442, 39.18152768117966",2537,1296,1241,28.1,43.2,35.5,3.5
Jeddah,"21.528645387601294, 39.18731454633002",1706,904,802,30.5,44.2,37.0,3.1
Jeddah,"21.52728093714027, 39.188078967066055",1218,628,590,44.9,27.8,36.6,3.9
Jeddah,"21.52742566566018, 39.19300043559405",2952,1376,1576,26.1,36.0,31.4,3.7
Jeddah,"21.526187681718376, 39.19685579620558",3198,1479,1719,43.5,44.6,44.1,2.8
Jeddah,"21.526564252019977, 39.1986125083925",4872,2268,2604,30.0,30.5,30.3,3.5
Jeddah,"21.52744743478355, 39.203854578693985",2141,1103,1038,39.6,43.5,41.5,4.2
Jeddah,"21.525871132485694, 39.207313324971025",4062,1872,2190,33.4,44.1,39.2,3.2
Jeddah,"21.527316598530224, 39.20907990859815",3467,1806,1661,39.0,38.5,38.8,4.0
Jeddah,"21.527089204014363, 39.21188198742525",4009,1809,2200,25.7,29.2,27.6,2.6
Jeddah,"21.52798927754855, 39.215086323614265",4838,2522,2316,28.0,42.0,34.7,2.8
Jeddah,"21.52754173156473, 39.21847093827375",2797,1397,1400,42.0,27.5,34.8,4.3
Jeddah,"21.525122716877405, 39.22175838816656",1998,973,1025,28.9,43.0,36.1,4.0
Jeddah,"21.52546125331349, 39.22546566421125",3061,1406,1655,31.7,25.9,28.6,3.0
Jeddah,"21.52571864232912, 39.230092584430366",1807,813,994,44.7,26.1,34.5,3.9
Jeddah,"21.525473359426595, 39.23414708033432",3436,1625,1811,41.6,34.1,37.7,3.2
Jeddah,"21.52584807147067, 39.234824289497176",4699,2389,2310,37.2,29.5,33.4,4.0
Jeddah,"21.52665208552014, 39.23883077593709",3800,1718,2082,28.2,37.0,33.0,3.3
Jeddah,"21.528399164045275, 39.24265574779812",4618,2453,2165,44.6,26.5,36.1,3.1
Jeddah,"21.524677618662896, 39.24735319919653",4543,2320,2223,42.2,28.2,35.3,4.0
Jeddah,"21.528294186843745, 39.25134092866105",3174,1497,1677,43.9,25.6,34.2,3.0
Jeddah,"21.530676087722007, 39.148596577970665",4954,2596,2358,41.4,26.3,34.2,3.3
Jeddah,"21.528360330694305, 39.15338015472119",1664,773,891,26.6,42.4,35.0,4.4
Jeddah,"21.530894254467594, 39.155071828581036",2719,1355,1364,35.0,32.3,33.7,3.6
Jeddah,"21.529023568411002, 39.158924641145965",2509,1372,1137,33.4,44.4,38.4,3.3
Jeddah,"21.53195466372303, 39.162517422048175",4907,2577,2330,42.8,32.7,38.0,3.9
Jeddah,"21.529857109428946, 39.165065902326894",4808,2237,2571,36.4,41.1,38.9,3.2
Jeddah,"21.528698807235784, 39.16815777807987",1247,598,649,30.7,40.3,35.7,3.0
Jeddah,"21.52916226870895, 39.174539717744096",3687,1672,2015,44.3,32.8,38.0,2.9
Jeddah,"21.529250828427852, 39.17762082744983",2254,1150,1104,28.8,29.5,29.1,3.3
Jeddah,"21.528379993881323, 39.18103281601937",1034,496,538,37.1,28.3,32.5,2.9
Jeddah,"21.528183556348374, 39.18474132823363",4467,2085,2382,27.7,42.6,35.7,2.7
Jeddah,"21.530653420109964, 39.18534871577209",2210,1208,1002,30.1,40.7,34.9,3.8
Jeddah,"21.529430109616953, 39.18975085806713",4766,2539,2227,31.9,38.1,34.8,3.9
Jeddah,"21.53048722813333, 39.194847235482925",2091,1081,1010,27.0,35.3,31.0,3.5
Jeddah,"21.528371805261752, 39.19792652382481",4630,2525,2105,35.7,34.9,35.3,4.5
Jeddah,"21.528731477681216, 39.199603110057126",4892,2537,2355,27.0,37.5,32.0,3.3
Jeddah,"21.5318492397206, 39.20242066569634",3619,1715,1904,31.2,41.4,36.6,2.7
Jeddah,"21.529542861959037, 39.20806935297881",3460,1754,1706,32.6,29.4,31.0,3.6
Jeddah,"21.531199596387797, 39.21059538593549",4297,2036,2261,27.7,44.3,36.4,4.5
Jeddah,"21.531187638228143, 39.21178555955884",4879,2420,2459,44.2,42.8,43.5,3.8
Jeddah,"21.530784679494097, 39.21490125224933",2493,1254,1239,29.5,30.2,29.9,2.9
Jeddah,"21.531769867952, 39.21863758158993",4339,1967,2372,38.8,26.6,32.1,3.9
Jeddah,"21.529664110866523, 39.223696334545295",2498,1336,1162,35.6,33.1,34.4,3.2
Jeddah,"21.53120905913618, 39.22738023921166",3944,1880,2064,42.3,40.6,41.4,3.3
Jeddah,"21.52872504224215, 39.22951900311646",3825,1936,1889,30.4,31.6,31.0,3.4
Jeddah,"21.529434395659308, 39.23144859825162",3403,1773,1630,39.4,44.8,42.0,3.9
Jeddah,"21.530737856533527, 39.238020812572856",4861,2625,2236,37.7,43.9,40.6,3.2
Jeddah,"21.531893778320903, 39.2385226213182",1982,978,1004,36.3,44.8,40.6,3.0
Jeddah,"21.531681591942554, 39.241785083250825",2583,1402,1181,36.9,35.1,36.1,4.4
Jeddah,"21.529645137054942, 39.244850555968185",1260,621,639,43.1,27.5,35.2,2.9
Jeddah,"21.529046451468915, 39.24925695177949",2169,1056,1113,35.7,43.2,39.5,3.6
Jeddah,"21.534151606039256, 39.15071171568408",4790,2557,2233,37.4,43.8,40.4,3.5
Jeddah,"21.534403448206493, 39.15363992936582",4337,2099,2238,40.2,36.9,38.5,3.1
Jeddah,"21.533593382236084, 39.158578248896866",4850,2362,2488,32.6,31.0,31.8,3.4
Jeddah,"21.53401271076619, 39.15935320256707",1462,782,680,29.8,34.1,31.8,4.5
Jeddah,"21.533425746034233, 39.16413565407053",1559,738,821,40.5,36.8,38.6,2.7
Jeddah,"21.531714301887142, 39.16731351971805",1743,851,892,43.7,30.7,37.0,4.5
Jeddah,"21.532327641312737, 39.16938299794983",4906,2337,2569,35.9,28.9,32.2,4.1
Jeddah,"21.534038515606763, 39.172872839802956",1644,894,750,41.3,31.0,36.6,3.1
Jeddah,"21.534689465418253, 39.17690004361347",2265,1067,1198,41.2,34.1,37.4,3.3
Jeddah,"21.535284499832382, 39.17821826446091",3694,1946,1748,29.5,44.2,36.5,3.9
Jeddah,"21.533906928199563, 39.181961042826536",1074,486,588,37.9,39.6,38.8,3.5
Jeddah,"21.53472871563244, 39.18807415127245",3174,1689,1485,43.4,27.8,36.1,2.7
Jeddah,"21.534810995871787, 39.18829946096991",2508,1311,1197,33.9,43.3,38.4,3.6
Jeddah,"21.533299925177914, 39.19229690060013",2303,1072,1231,32.3,44.4,38.7,3.1
Jeddah,"21.53521391352847, 39.19486806952477",4671,2184,2487,42.8,35.1,38.7,3.4
Jeddah,"21.53222415942601, 39.200573269259294",2093,1118,975,38.0,38.6,38.3,2.6
Jeddah,"21.532946441307182, 39.202273333333295",3036,1425,1611,44.3,42.4,43.3,4.4
Jeddah,"21.53316971171233, 39.20787171181757",3771,1706,2065,35.6,40.9,38.5,4.3
Jeddah,"21.533125727675998, 39.211426356896716",4360,2026,2334,43.1,34.3,38.4,2.8
Jeddah,"21.53312160581299, 39.21180816074155",2761,1352,1409,31.5,28.8,30.1,3.4
Jeddah,"21.533322826725602, 39.21728015867922",1456,695,761,26.2,41.5,34.2,4.4
Jeddah,"21.531743906619255, 39.2196493541907",3577,1860,1717,41.3,41.3,41.3,4.4
Jeddah,"21.533561857378956, 39.22133401219525",1257,568,689,43.7,31.5,37.0,3.5
Jeddah,"21.531696915520982, 39.22708347977091",1186,538,648,43.4,34.7,38.6,3.9
Jeddah,"21.53380959794832, 39.22921839183241",3987,1845,2142,31.2,31.4,31.3,3.8
Jeddah,"21.533366684294613, 39.23216073832874",4872,2287,2585,33.5,37.1,35.4,3.0
Jeddah,"21.53401923081645, 39.23846808718664",3349,1738,1611,27.5,43.4,35.1,4.0
Jeddah,"21.532786703243616, 39.23821710085323",3167,1680,1487,38.9,34.9,37.0,2.8
Jeddah,"21.53222500579092, 39.24315117326375",1143,537,606,29.0,37.4,33.5,3.2
Jeddah,"21.533573936713758, 39.24714569854538",1631,818,813,32.8,43.1,38.0,2.6
Jeddah,"21.53322586805771, 39.250628668825726",3641,1706,1935,39.5,42.1,40.9,4.1
Jeddah,"21.537530320667802, 39.148456093433424",2408,1114,1294,32.5,37.3,35.1,4.2
Jeddah,"21.537703946470984, 39.15222032176461",4521,2332,2189,29.3,29.7,29.5,2.8
Jeddah,"21.536032095124977, 39.1579862022092",3621,1880,1741,41.3,29.5,35.6,3.7
Jeddah,"21.538524401400487, 39.15916793425523",4660,2340,2320,37.2,25.0,31.1,3.2
Jeddah,"21.536754607013087, 39.16414171754637",2940,1526,1414,41.6,40.6,41.1,2.9
Jeddah,"21.53484977910609, 39.165323288137486",2450,1157,1293,29.5,33.5,31.6,3.5
Jeddah,"21.535228463415958, 39.17086742445059",4981,2258,2723,32.9,43.1,38.5,3.6
Jeddah,"21.537552903048475, 39.17176117935541",2880,1309,1571,28.7,37.1,33.3,4.1
Jeddah,"21.537110073731224, 39.17541684026879",1494,786,708,41.1,41.6,41.4,2.9
Jeddah,"21.538387531703282, 39.17957158595966",1158,532,626,34.8,28.1,31.2,2.7
Jeddah,"21.536494850699842, 39.184459014947926",3641,1946,1695,41.5,36.1,39.0,4.3
Jeddah,"21.537533818324547, 39.185097729655816",3286,1701,1585,37.6,28.7,33.3,2.7
Jeddah,"21.536324548047183, 39.191706506122145",4518,2255,2263,40.9,37.6,39.2,4.3
Jeddah,"21.538016531616616, 39.193688577764924",4121,1962,2159,42.2,40.6,41.4,3.5
Jeddah,"21.53775524736122, 39.1964686850545",2328,1150,1178,30.3,27.9,29.1,4.5
Jeddah,"21.53730049344667, 39.2018247612865",4949,2334,2615,38.8,28.1,33.1,4.4
Jeddah,"21.535205210724392, 39.20332864790174",4766,2484,2282,25.3,27.1,26.2,3.7
Jeddah,"21.536788124056745, 39.20486095308919",2039,1120,919,31.9,44.8,37.7,4.2
Jeddah,"21.538407899789995, 39.211355264442716",3318,1544,1774,41.3,44.8,43.2,3.8
Jeddah,"21.536598394520812, 39.213366664929616",1754,820,934,44.2,33.1,38.3,3.3
Jeddah,"21.538351315922846, 39.215375476420675",4363,2350,2013,44.9,31.8,38.8,3.2
Jeddah,"21.536980884209484, 39.22092197864697",1201,648,553,29.8,42.9,35.9,4.1
Jeddah,"21.535180193794876, 39.22288295565022",2961,1588,1373,29.9,42.1,35.6,2.7
Jeddah,"21.53706885075389, 39.2281974501209",1227,585,642,38.7,34.8,36.7,2.7
Jeddah,"21.536683107144082, 39.22953865055497",1967,886,1081,38.4,29.6,33.5,3.6
Jeddah,"21.53858466970749, 39.234996974300124",2248,1185,1063,38.1,31.5,35.0,2.5
Jeddah,"21.537716165291716, 39.23576105018649",3703,1692,2011,40.5,28.5,34.0,3.8
Jeddah,"21.538521040817386, 39.24188196659965",3083,1629,1454,38.3,29.6,34.2,4.2
Jeddah,"21.536478049490995, 39.2418668206574",2939,1515,1424,32.7,31.3,32.0,3.1
Jeddah,"21.5363176485579, 39.247466723806255",2950,1340,1610,31.4,36.4,34.1,4.1
Jeddah,"21.53766037413018, 39.249195652539825",4837,2479,2358,26.3,26.7,26.5,4.5
Jeddah,"21.54080597724163, 39.151442830184514",2096,958,1138,36.3,43.4,40.1,3.2
Jeddah,"21.54084749742558, 39.15507538164318",2754,1314,1440,36.4,38.4,37.4,3.7
Jeddah,"21.54053033313803, 39.155470222995966",2539,1292,1247,29.2,31.4,30.3,3.6
Jeddah,"21.54049667035682, 39.15916231798192",2465,1307,1158,26.2,41.1,33.2,4.1
Jeddah,"21.539381174323594, 39.16402282818554",1074,510,564,33.7,28.2,30.8,2.5
Jeddah,"21.54192534198494, 39.16726701221789",3550,1905,1645,34.9,27.7,31.6,3.8
Jeddah,"21.54183330581122, 39.170015573756174",1613,775,838,43.8,36.4,40.0,4.0
Jeddah,"21.54077724789491, 39.172622858922985",2761,1492,1269,37.4,34.3,36.0,3.6
Jeddah,"21.538461621009134, 39.17607561787651",2859,1402,1457,36.3,35.5,35.9,2.9
Jeddah,"21.53992147968956, 39.180282552777015",1675,825,850,42.9,29.6,36.1,4.1
Jeddah,"21.540668628952208, 39.183003245065834",4155,1946,2209,33.8,32.8,33.2,4.0
Jeddah,"21.540991474893506, 39.188032223876334",2885,1574,1311,38.9,44.3,41.3,3.6
Jeddah,"21.5391437119209, 39.19138920436568",2946,1516,1430,33.4,29.7,31.6,3.8
Jeddah,"21.541233219117306, 39.193424253278174",1851,1007,844,38.7,43.0,40.7,3.9
Jeddah,"21.538101088565018, 39.1952479735132",2264,1064,1200,37.1,37.6,37.3,3.3
Jeddah,"21.540681016715066, 39.19879960966906",2264,1061,1203,44.1,38.4,41.1,4.1
Jeddah,"21.54100074007468, 39.20197707491071",3608,1744,1864,29.7,27.9,28.7,2.8
Jeddah,"21.539146462192637, 39.205668910696495",3400,1553,1847,41.8,40.5,41.1,3.5
Jeddah,"21.54135752725786, 39.21076237940146",2548,1215,1333,30.7,37.8,34.4,4.1
Jeddah,"21.539180562263844, 39.21434770912551",2163,1077,1086,39.2,25.0,32.1,3.3
Jeddah,"21.53812922553297, 39.217922771536884",3298,1637,1661,31.1,35.9,33.5,4.0
Jeddah,"21.53840992002535, 39.221472141494615",3033,1486,1547,36.4,36.9,36.7,4.3
Jeddah,"21.54095796992069, 39.224792699274154",4624,2515,2109,33.4,29.0,31.4,4.3
Jeddah,"21.54096965094349, 39.22691174887783",2747,1425,1322,25.7,42.2,33.6,2.6
Jeddah,"21.538950381890263, 39.23113722869148",2665,1264,1401,31.3,29.4,30.3,2.9
Jeddah,"21.54119528700996, 39.23248388795136",3411,1787,1624,44.5,36.3,40.6,3.7
Jeddah,"21.540657974274367, 39.23837260591134",4943,2453,2490,26.6,42.7,34.7,3.6
Jeddah,"21.539550218594567, 39.24182680788005",2466,1143,1323,38.9,29.5,33.8,2.9
Jeddah,"21.541903290888225, 39.24258394925691",3845,1872,1973,34.3,25.2,29.6,3.2
Jeddah,"21.540208498390133, 39.244718527617366",1451,676,775,28.2,33.3,30.9,2.9
Jeddah,"21.53900536451349, 39.25048224678245",2227,1054,1173,26.6,31.3,29.0,3.1
Jeddah,"21.544457032904837, 39.151480472369286",3148,1612,1536,36.2,36.4,36.3,3.2
Jeddah,"21.544653267261154, 39.15497927884162",2611,1265,1346,30.6,38.1,34.5,3.0
Jeddah,"21.544151849608905, 39.15725719620887",4982,2406,2576,30.2,43.0,36.8,4.3
Jeddah,"21.544353764154167, 39.160186460546804",4052,1913,2139,39.2,40.7,40.0,4.1
Jeddah,"21.543746881242487, 39.16443792031382",2250,1150,1100,32.9,43.6,38.1,3.7
Jeddah,"21.54519049262584, 39.165843377553884",4084,2085,1999,41.7,43.9,42.8,3.0
Jeddah,"21.542043036927286, 39.170730635406805",3368,1667,1701,29.5,42.6,36.1,4.3
Jeddah,"21.542081239659463, 39.17202851386075",2080,939,1141,40.2,41.7,41.0,3.9
Jeddah,"21.54338872074443, 39.17617545957487",1701,790,911,26.0,31.6,29.0,3.3
Jeddah,"21.543047364590937, 39.18022639448238",3479,1817,1662,39.5,29.4,34.6,3.7
Jeddah,"21.541853599453795, 39.183669277564064",4348,2188,2160,40.4,35.4,37.9,4.2
Jeddah,"21.54235339792586, 39.18598891782164",2104,967,1137,28.2,44.3,36.9,4.5
Jeddah,"21.544172090518597, 39.18861922279119",4113,2085,2028,27.6,38.8,33.1,2.7
Jeddah,"21.54194814686761, 39.19262385345291",2960,1557,1403,34.6,31.0,32.9,4.2
Jeddah,"21.541536755098114, 39.198396194128954",2424,1137,1287,37.6,40.7,39.2,3.2
Jeddah,"21.54379576803773, 39.20064756084386",2935,1555,1380,27.6,40.6,33.7,2.6
Jeddah,"21.543295537097947, 39.203624041295555",1041,472,569,30.6,33.7,32.3,3.1
Jeddah,"21.542765675685988, 39.207802792460946",4804,2192,2612,39.5,29.5,34.0,2.6
Jeddah,"21.54260476935482, 39.20887984806171",1112,516,596,39.7,32.1,35.7,2.8
Jeddah,"21.542068809723474, 39.21160603920975",1470,691,779,42.3,31.7,36.7,3.3
Jeddah,"21.54335389473516, 39.21633039164175",2459,1236,1223,36.9,28.8,32.9,3.7
Jeddah,"21.54348147714347, 39.21836778221576",3572,1849,1723,34.4,25.0,29.9,4.4
Jeddah,"21.54221812565774, 39.22218674857408",4976,2640,2336,43.5,37.2,40.5,4.4
Jeddah,"21.54266086739295, 39.22610985796532",2069,1077,992,36.1,28.8,32.6,3.9
Jeddah,"21.542207114476472, 39.23101062275821",2624,1282,1342,26.7,29.5,28.1,3.6
Jeddah,"21.543455328915762, 39.235319857663754",2519,1145,1374,29.1,42.8,36.6,2.9
Jeddah,"21.544628086937035, 39.238591199457126",2668,1242,1426,38.4,27.7,32.7,4.2
Jeddah,"21.541368548118513, 39.24067575387198",1798,864,934,30.9,30.3,30.6,2.9
Jeddah,"21.54311600231847, 39.244951319167285",1441,651,790,29.6,34.0,32.0,3.7
Jeddah,"21.543788137721577, 39.247151193457164",3066,1607,1459,38.5,38.2,38.3,4.1
Jeddah,"21.54516892059763, 39.25073020544308",3212,1712,1500,25.7,40.8,32.7,4.5
Jeddah,"21.545950414708695, 39.15166372972119",3667,1765,1902,39.2,27.8,33.3,4.2
Jeddah,"21.548446617348393, 39.15287683707246",2562,1345,1217,44.2,28.1,36.5,4.1
Jeddah,"21.54682761591844, 39.15579798264378",1367,703,664,44.4,33.8,39.3,3.1
Jeddah,"21.54831201037318, 39.16128843625695",2907,1384,1523,44.9,31.0,37.6,4.2
Jeddah,"21.546166498835316, 39.164544600283364",1239,576,663,35.7,40.8,38.5,3.2
Jeddah,"21.546448894256955, 39.164842073310304",1192,555,637,41.3,37.2,39.1,3.1
Jeddah,"21.54825979310229, 39.16877004955174",2600,1257,1343,34.0,31.7,32.8,4.2
Jeddah,"21.546722245467176, 39.175126180611926",4777,2512,2265,29.0,27.7,28.4,4.5
Jeddah,"21.54533624590352, 39.17849177149255",3554,1881,1673,25.2,25.3,25.3,3.2
Jeddah,"21.546818565990524, 39.17802932234487",3349,1839,1510,29.3,42.6,35.3,3.0
Jeddah,"21.54492855395508, 39.1840146738379",1898,891,1007,33.2,33.8,33.5,4.0
Jeddah,"21.547760995732144, 39.188126470089514",1503,777,726,33.6,34.1,33.8,4.4
Jeddah,"21.54636350447443, 39.18841570723669",1043,514,529,33.5,40.5,37.1,3.7
Jeddah,"21.546817683522764, 39.19414430479841",2422,1271,1151,31.3,43.0,36.8,2.6
Jeddah,"21.548571562352024, 39.19776749362852",2138,1099,1039,29.2,26.6,27.9,4.3
Jeddah,"21.54725291130394, 39.20175900444604",4728,2236,2492,36.6,40.4,38.6,4.1
Jeddah,"21.547654229969364, 39.2019483516422",1698,804,894,29.3,39.3,34.6,4.4
Jeddah,"21.546503567607708, 39.205993528168534",1539,699,840,35.8,34.2,34.9,4.4
Jeddah,"21.545016750258405, 39.20821707228357",4274,2171,2103,39.8,45.0,42.4,4.0
Jeddah,"21.54784352581457, 39.2135656701546",1372,679,693,28.3,28.3,28.3,4.1
Jeddah,"21.546966515843717, 39.21557724920643",2198,1000,1198,32.5,33.8,33.2,4.3
Jeddah,"21.545701258502632, 39.21955213041458",2694,1459,1235,30.2,42.7,35.9,3.4
Jeddah,"21.54718753572517, 39.223065433471895",4179,2281,1898,41.6,34.5,38.4,3.8
Jeddah,"21.544734230539884, 39.22735986159598",3028,1459,1569,30.2,27.1,28.6,4.1
Jeddah,"21.546806004146912, 39.23056569098593",3460,1880,1580,28.7,30.3,29.4,3.3
Jeddah,"21.547140064102308, 39.23435717572011",3620,1825,1795,35.7,43.4,39.5,2.8
Jeddah,"21.547009098719922, 39.237470194792195",3775,1875,1900,28.0,35.1,31.6,4.4
Jeddah,"21.544957024445864, 39.241712191000666",1736,808,928,37.0,41.1,39.2,3.7
Jeddah,"21.545091208834148, 39.24448090092398",3818,1849,1969,32.9,35.7,34.3,3.9
